;FAIXA ETÁRIA;SEXO;COR/RAÇA;SITUAÇÃO DE CONCLUSÃO;IDIOMA;RENDA;NOTA_CN;NOTA_MT;NOTA_CH;NOTA_LC;NOTA_COMP1;NOTA_COMP2;NOTA_COMP3;NOTA_COMP4;NOTA_COMP5;NOTA_REDACAO;NOTAS
1178;0;0;4;0;1;2;589.0;587.8;579.3;587.9;140.0;120.0;120.0;120.0;180.0;680.0;604.8
1179;1;1;4;0;0;0;487.0;640.1;556.0;553.4;0.0;0.0;0.0;0.0;0.0;0.0;447.3
1180;0;0;4;0;1;1;391.7;429.5;376.9;357.3;80.0;120.0;100.0;100.0;100.0;500.0;411.08
1181;7;1;1;1;1;1;409.4;513.7;422.3;480.1;80.0;120.0;100.0;120.0;100.0;520.0;469.1
1182;0;0;4;0;1;5;413.7;554.5;463.9;456.9;140.0;40.0;40.0;120.0;40.0;380.0;453.8
1183;1;1;1;1;1;1;379.4;542.5;574.6;530.0;120.0;140.0;100.0;100.0;140.0;600.0;525.3
1184;11;1;4;1;1;12;509.6;669.5;605.2;559.9;120.0;180.0;120.0;140.0;60.0;620.0;592.84
1185;12;1;1;1;1;0;431.3;568.6;584.8;496.4;140.0;180.0;140.0;140.0;80.0;680.0;552.22
1186;3;1;1;1;0;2;471.3;568.6;534.9;518.8;120.0;120.0;100.0;140.0;160.0;640.0;546.72
1187;0;1;2;0;1;1;581.9;570.7;567.2;499.1;100.0;140.0;100.0;120.0;80.0;540.0;551.78
1188;18;0;4;0;0;3;464.5;659.9;543.1;540.4;160.0;200.0;120.0;160.0;120.0;760.0;593.58
1189;2;0;4;0;1;14;410.8;527.9;568.7;529.9;160.0;180.0;140.0;160.0;160.0;800.0;567.46
1190;6;0;1;1;1;4;403.3;616.1;571.4;490.3;160.0;200.0;200.0;200.0;200.0;960.0;608.22
1191;2;0;4;1;1;3;454.4;643.6;0.0;311.6;0.0;0.0;0.0;0.0;0.0;0.0;281.92
1192;6;0;4;1;0;3;472.1;470.9;351.9;547.3;120.0;120.0;120.0;140.0;100.0;600.0;488.44
1193;0;1;1;0;0;2;396.6;374.4;407.7;485.1;100.0;140.0;80.0;100.0;60.0;480.0;428.7600000000001
1194;1;1;1;0;0;1;431.9721255060427;457.58566183522674;521.8;370.9;80.0;100.0;80.0;100.0;20.0;380.0;254.54
1195;0;1;4;0;0;1;573.0;547.9;643.7;611.5;120.0;160.0;100.0;120.0;160.0;660.0;607.22
1196;1;0;4;0;1;3;462.5;568.8;584.7;536.5;160.0;200.0;120.0;180.0;200.0;860.0;602.5
1197;0;0;4;0;0;2;499.4;520.5;460.3;451.6;140.0;120.0;120.0;120.0;160.0;660.0;518.36
1198;2;1;1;1;1;1;529.3;550.1;531.3;503.5;120.0;160.0;100.0;120.0;120.0;620.0;546.8399999999999
1199;1;1;1;1;1;2;513.5;559.2;523.7;560.4;80.0;120.0;100.0;100.0;120.0;520.0;535.36
1200;1;0;4;1;1;4;546.9;622.1;574.5;515.9;160.0;200.0;140.0;200.0;200.0;900.0;631.88
1201;2;0;5;1;1;3;494.9;615.7;440.4;358.5;120.0;180.0;120.0;120.0;160.0;700.0;521.9
1202;5;0;4;1;1;3;414.7;365.8;479.4;378.5;120.0;120.0;100.0;120.0;100.0;560.0;439.68
1203;2;0;1;1;0;1;411.8;487.0;377.6;494.9;120.0;200.0;140.0;160.0;160.0;780.0;510.2600000000001
1204;0;1;4;0;1;1;516.7;615.9;613.4;570.5;100.0;120.0;120.0;120.0;80.0;540.0;571.3
1205;0;0;5;0;1;1;382.3;420.8;514.3;378.7;60.0;120.0;80.0;80.0;120.0;460.0;431.22
1206;0;0;1;0;1;8;445.1;654.9;633.7;548.2;160.0;200.0;160.0;180.0;180.0;880.0;632.38
1207;9;0;4;1;0;1;363.8;418.3;433.4;338.8;80.0;120.0;80.0;120.0;120.0;520.0;414.86
1208;2;1;4;1;0;8;442.0;494.3;500.6;504.4;140.0;140.0;160.0;120.0;100.0;660.0;520.26
1209;6;0;4;1;0;1;521.7;614.4;484.8;487.2;120.0;120.0;120.0;120.0;160.0;640.0;549.62
1210;1;0;4;0;0;1;467.4;467.0;547.3;486.7;100.0;140.0;100.0;120.0;0.0;460.0;485.68
1211;0;0;4;0;0;8;598.6;722.9;563.2;529.3;180.0;200.0;200.0;200.0;200.0;980.0;678.8
1212;3;0;4;1;1;2;588.8;661.6;625.2;606.7;160.0;200.0;140.0;160.0;200.0;860.0;668.46
1213;3;1;1;1;0;0;443.4;653.6;391.3;457.7;120.0;120.0;120.0;140.0;140.0;640.0;517.2
1214;7;1;1;1;0;2;445.9;394.6;383.6;344.2;60.0;80.0;40.0;60.0;0.0;240.0;361.66
1215;11;0;1;1;0;2;448.2;445.7;477.9;477.1;100.0;60.0;60.0;60.0;40.0;320.0;433.78
1216;3;0;5;1;0;1;457.3;514.7;448.6;421.7;0.0;0.0;0.0;0.0;0.0;0.0;368.46
1217;2;1;5;1;0;8;440.8;462.5;599.5;512.4;120.0;120.0;80.0;80.0;100.0;500.0;503.04
1218;2;1;4;1;1;1;395.4;418.1;397.5;384.1;100.0;120.0;80.0;100.0;120.0;520.0;423.02
1219;4;0;4;1;1;4;461.0;549.1;408.8;472.1;140.0;160.0;160.0;180.0;140.0;780.0;534.2
1220;11;1;2;1;1;2;474.7;437.9;598.1;619.5;100.0;120.0;120.0;100.0;140.0;580.0;542.04
1221;2;0;1;1;1;1;442.2;479.4;418.0;482.7;120.0;120.0;120.0;120.0;120.0;600.0;484.46
1222;1;0;1;1;1;10;655.0;688.7;606.4;609.1;140.0;180.0;120.0;140.0;140.0;720.0;655.8399999999999
1223;3;0;1;1;1;2;416.5;416.1;427.6;371.9;160.0;120.0;120.0;120.0;100.0;620.0;450.42
1224;5;0;2;1;1;1;400.5870853964818;418.7160725378409;386.7;427.3;100.0;120.0;120.0;120.0;0.0;460.0;254.8
1225;0;0;4;0;1;4;454.0;474.3;506.3;572.4;140.0;180.0;160.0;160.0;160.0;800.0;561.4
1226;13;0;1;1;1;2;511.1;558.8;603.6;502.1;120.0;120.0;100.0;140.0;140.0;620.0;559.1200000000001
1227;2;1;4;0;1;7;489.1;473.6;545.8;481.2;120.0;120.0;80.0;120.0;120.0;560.0;509.94000000000005
1228;1;0;1;0;1;4;535.8;545.4;550.3;603.6;160.0;180.0;160.0;200.0;200.0;900.0;627.02
1229;1;0;4;0;1;1;436.9;428.7;497.8;506.7;140.0;120.0;160.0;140.0;160.0;720.0;518.0200000000001
1230;1;0;1;0;1;2;556.0;405.1;606.0;517.3;160.0;200.0;180.0;160.0;140.0;840.0;584.88
1231;1;1;4;1;0;3;452.8;631.6;524.1;513.5;120.0;180.0;140.0;200.0;200.0;840.0;592.4
1232;3;0;1;1;1;4;591.5;708.2;695.5;604.4;160.0;200.0;160.0;180.0;180.0;880.0;695.9200000000001
1233;6;1;1;1;1;11;652.9;507.3;634.5;594.1;140.0;40.0;40.0;120.0;40.0;380.0;553.76
1234;1;0;4;0;0;1;440.6;453.9;369.1;450.9;140.0;40.0;40.0;140.0;40.0;400.0;422.9
1235;9;0;1;1;0;1;388.7;457.3;440.4;324.1;120.0;120.0;120.0;120.0;20.0;500.0;422.1
1236;1;0;4;0;0;3;443.1;512.7;476.6;524.0;140.0;200.0;180.0;200.0;200.0;920.0;575.28
1237;11;1;4;1;0;13;620.8;685.3;653.0;511.2;120.0;120.0;100.0;120.0;140.0;600.0;614.0600000000001
1238;1;0;5;0;1;3;426.7;411.0;572.4;520.8;120.0;120.0;120.0;160.0;80.0;600.0;506.18
1239;2;1;4;1;0;1;379.9;377.0;420.8;395.2;80.0;120.0;80.0;80.0;40.0;400.0;394.58
1240;2;0;4;0;0;1;423.9;558.6;339.7;466.3;60.0;80.0;60.0;100.0;20.0;320.0;421.7
1241;10;0;1;1;0;0;515.1;517.4;476.6;457.5;120.0;120.0;120.0;120.0;80.0;560.0;505.32
1242;1;1;1;0;0;1;350.8;388.9;385.7;445.4;80.0;120.0;100.0;120.0;80.0;500.0;414.16
1243;3;0;4;1;0;2;431.1;528.8;387.5;444.0;120.0;180.0;140.0;160.0;140.0;740.0;506.28
1244;0;1;4;0;1;2;441.2;552.2;533.7;423.2;120.0;160.0;120.0;120.0;120.0;640.0;518.0600000000001
1245;1;1;4;0;0;2;453.7;543.8;519.5;484.5;140.0;200.0;120.0;140.0;80.0;680.0;536.3
1246;1;1;1;0;1;0;444.3;604.6;520.5;527.0;100.0;120.0;100.0;120.0;120.0;560.0;531.28
1247;0;1;4;0;1;5;427.5;524.3;482.7;450.5;120.0;120.0;140.0;140.0;80.0;600.0;497.0
1248;8;1;4;1;0;1;685.2;848.4;685.5;557.5;160.0;200.0;160.0;180.0;180.0;880.0;731.3199999999999
1249;1;0;4;0;0;1;492.4;530.4;455.3;493.7;120.0;160.0;120.0;120.0;140.0;660.0;526.36
1250;1;0;1;1;0;1;434.4;559.5;514.4;469.3;100.0;120.0;100.0;100.0;80.0;500.0;495.52
1251;2;1;1;0;0;2;438.2;507.3;483.1;333.4;120.0;120.0;120.0;120.0;180.0;660.0;484.4
1252;1;1;4;1;1;3;589.9;666.7;539.0;468.6;160.0;180.0;140.0;200.0;160.0;840.0;620.8399999999999
1253;1;0;4;1;0;1;493.1;443.6;430.8;366.2;80.0;120.0;100.0;120.0;0.0;420.0;430.74000000000007
1254;0;1;4;0;1;0;370.7;428.2;391.8;423.3;100.0;120.0;80.0;120.0;100.0;520.0;426.8
1255;13;0;4;1;1;0;433.6;462.3;471.9;484.6;160.0;120.0;120.0;120.0;140.0;660.0;502.48
1256;2;0;3;0;1;1;394.9;450.6;457.0;521.9;100.0;120.0;80.0;80.0;140.0;520.0;468.88
1257;1;1;4;0;1;0;709.3;780.9;675.9;582.6;200.0;200.0;180.0;200.0;200.0;980.0;745.74
1258;4;0;4;1;0;3;393.7;543.4;409.9;422.4;120.0;120.0;100.0;120.0;60.0;520.0;457.88
1259;1;0;1;0;0;3;506.6;541.4;404.4;526.7;120.0;120.0;120.0;120.0;120.0;600.0;515.8199999999999
1260;1;1;4;0;1;0;523.1;418.4;566.6;551.0;140.0;160.0;120.0;120.0;120.0;660.0;543.8199999999999
1261;0;0;4;0;0;1;437.4;445.1;507.4;475.5;140.0;120.0;120.0;120.0;120.0;620.0;497.08
1262;1;1;4;0;0;1;402.800519590289;423.8357178383574;416.6;339.0;120.0;120.0;100.0;100.0;80.0;520.0;255.12
1263;11;0;4;1;1;3;458.6;403.0;543.7;524.7;120.0;100.0;100.0;120.0;60.0;500.0;486.0
1264;1;0;4;0;1;1;473.9;573.2;517.5;483.1;80.0;120.0;80.0;140.0;80.0;500.0;509.54
1265;1;1;4;0;0;1;502.4;622.3;577.1;487.2;160.0;200.0;160.0;180.0;180.0;880.0;613.8
1266;1;1;4;0;0;6;521.5;544.8;567.3;438.4;140.0;80.0;100.0;120.0;120.0;560.0;526.4
1267;1;1;4;1;1;0;440.5;629.1;533.1;470.4;80.0;120.0;100.0;120.0;0.0;420.0;498.62
1268;1;1;4;0;1;8;450.8;384.0;556.7;493.1;140.0;200.0;140.0;180.0;140.0;800.0;536.92
1269;3;0;3;1;0;1;497.3;575.1;527.1;507.1;160.0;180.0;120.0;160.0;140.0;760.0;573.3199999999999
1270;13;0;5;1;0;1;357.5;434.3;405.4;431.1;80.0;120.0;100.0;100.0;120.0;520.0;429.66
1271;0;0;1;1;0;4;642.3;712.6;646.9;633.6;140.0;200.0;160.0;140.0;140.0;780.0;683.08
1272;3;1;4;1;1;1;642.0;728.8;655.7;605.8;160.0;200.0;200.0;200.0;200.0;960.0;718.46
1273;1;0;4;1;0;1;412.3;490.7;532.0;469.0;120.0;40.0;40.0;140.0;40.0;380.0;456.8
1274;0;0;4;0;0;1;473.0;380.8;474.8;383.3;120.0;120.0;80.0;120.0;80.0;520.0;446.38
1275;1;1;5;0;1;1;452.1274753954543;481.7793410419774;575.8;395.9;80.0;120.0;80.0;100.0;120.0;500.0;294.34
1276;0;1;4;0;1;1;453.4;507.0;427.6;479.5;120.0;120.0;120.0;100.0;160.0;620.0;497.5
1277;3;1;5;1;1;3;455.8;496.1;466.9;479.5;160.0;200.0;120.0;120.0;160.0;760.0;531.6600000000001
1278;11;1;4;1;0;1;429.6;471.4;413.7;400.7;100.0;100.0;80.0;80.0;120.0;480.0;439.08
1279;6;0;2;1;0;1;470.1;387.4;380.6;443.6;80.0;120.0;80.0;100.0;140.0;520.0;440.34
1280;1;0;4;1;0;1;413.1449614153212;451.5212649277798;421.3;344.9;40.0;40.0;0.0;0.0;0.0;80.0;169.24
1281;0;1;5;0;1;1;437.9;463.9;492.7;409.8;120.0;120.0;100.0;120.0;160.0;620.0;484.86
1282;4;1;1;1;1;5;421.4;530.8;418.7;506.4;120.0;120.0;100.0;160.0;120.0;620.0;499.46
1283;3;0;1;1;0;1;508.4313372745965;528.031128677988;495.1;433.8;120.0;180.0;140.0;160.0;160.0;760.0;337.78000000000003
1284;4;0;5;1;0;0;399.3;406.3;523.1;467.8;120.0;120.0;120.0;120.0;140.0;620.0;483.3
1285;2;0;5;1;1;2;585.5;560.1;626.5;629.9;160.0;200.0;160.0;160.0;200.0;880.0;656.4
1286;2;0;1;1;0;3;465.6;530.3;521.9;480.4;100.0;160.0;100.0;120.0;80.0;560.0;511.64
1287;0;0;4;0;1;2;531.6;550.5;593.2;561.5;160.0;200.0;160.0;180.0;180.0;880.0;623.36
1288;0;0;4;0;0;2;373.3;466.7;366.1;510.7;120.0;120.0;80.0;100.0;0.0;420.0;427.36
1289;10;1;4;1;0;3;442.6;507.3;604.4;537.0;120.0;120.0;120.0;120.0;60.0;540.0;526.26
1290;2;0;4;1;1;4;492.7;437.9;552.6;509.8;120.0;120.0;120.0;140.0;120.0;620.0;522.6
1291;3;0;1;1;1;13;658.2;625.5;699.7;609.0;160.0;200.0;180.0;180.0;200.0;920.0;702.48
1292;1;0;1;0;1;8;664.7;770.4;646.5;627.2;160.0;200.0;200.0;200.0;200.0;960.0;733.76
1293;0;0;1;0;0;1;441.7;450.6;413.7;457.7;100.0;120.0;100.0;120.0;0.0;440.0;440.74
1294;1;0;1;0;0;1;404.4;453.4;530.5;554.3;160.0;200.0;180.0;200.0;200.0;940.0;576.52
1295;3;1;2;1;0;2;550.8;615.1;670.2;579.2;100.0;180.0;120.0;120.0;140.0;660.0;615.0600000000001
1296;2;1;4;1;0;2;438.9;409.5;521.2;401.1;100.0;180.0;120.0;160.0;180.0;740.0;502.14
1297;2;1;1;1;0;3;494.1;630.0;558.5;573.0;180.0;200.0;180.0;200.0;200.0;960.0;643.12
1298;6;0;0;1;0;1;454.90221134655866;565.0615331982884;468.2;472.3;100.0;120.0;100.0;100.0;80.0;500.0;288.1
1299;9;0;1;1;0;12;468.0;556.0;585.3;505.9;160.0;140.0;120.0;120.0;160.0;700.0;563.04
1300;3;1;1;0;1;1;406.8;396.9;407.2;319.0;80.0;100.0;80.0;80.0;20.0;360.0;377.98
1301;2;0;1;1;0;2;517.7;682.1;657.3;620.5;120.0;120.0;120.0;120.0;120.0;600.0;615.52
1302;2;0;1;1;1;1;452.9;447.7;410.0;451.2;120.0;120.0;120.0;140.0;120.0;620.0;476.36
1303;7;0;1;1;1;5;676.1;767.1;669.3;676.8;160.0;200.0;200.0;200.0;200.0;960.0;749.86
1304;7;1;5;1;1;1;499.7;537.3;494.4;540.5;80.0;100.0;60.0;80.0;0.0;320.0;478.38
1305;0;1;1;0;1;12;476.6;484.6;464.3;500.6;120.0;200.0;120.0;120.0;60.0;620.0;509.22
1306;0;0;4;0;1;0;393.4;401.9;364.5;354.6;60.0;120.0;100.0;80.0;0.0;360.0;374.88
1307;3;0;1;1;1;2;455.7;442.1;470.3;463.7;120.0;140.0;100.0;100.0;140.0;600.0;486.36
1308;2;1;5;1;0;3;615.1;624.3;601.2;551.4;160.0;200.0;160.0;200.0;200.0;920.0;662.4
1309;2;0;1;0;1;1;433.6;413.7;382.0;374.9;120.0;160.0;120.0;100.0;100.0;600.0;440.84
1310;12;0;1;1;0;2;512.1;507.4;488.1;484.8;100.0;120.0;80.0;120.0;120.0;540.0;506.48
1311;1;0;5;1;1;1;495.7;530.8;608.1;533.6;160.0;40.0;40.0;180.0;20.0;440.0;521.64
1312;1;0;0;1;0;1;432.21463868657065;410.0536171180058;493.7;483.7;0.0;0.0;0.0;0.0;0.0;0.0;195.48
1313;1;1;1;0;0;1;519.2;525.7;543.5;518.0;120.0;120.0;120.0;140.0;120.0;620.0;545.28
1314;2;1;4;0;0;0;542.3;474.6;449.2;503.2;60.0;120.0;60.0;80.0;0.0;320.0;457.86
1315;1;0;4;0;1;0;415.3;435.5;527.1;432.9;120.0;200.0;80.0;120.0;200.0;720.0;506.16
1316;1;1;4;0;1;1;474.6;411.6;424.1;431.9;100.0;100.0;80.0;100.0;80.0;460.0;440.44
1317;6;1;4;1;0;5;494.5;379.4;508.5;568.8;120.0;120.0;120.0;120.0;120.0;600.0;510.24
1318;1;0;5;0;1;1;459.6;357.5;484.6;455.4;100.0;120.0;100.0;100.0;20.0;440.0;439.42
1319;0;0;0;0;0;0;421.0;410.1;414.7;352.2;0.0;0.0;0.0;0.0;0.0;0.0;319.6
1320;10;1;2;1;0;1;471.2;453.8;551.8;586.6;120.0;120.0;120.0;120.0;140.0;620.0;536.6800000000001
1321;2;1;4;1;1;1;434.2;447.6;394.9;534.5;100.0;200.0;120.0;140.0;180.0;740.0;510.24
1322;1;0;1;0;1;0;385.5193136792059;553.0416794454396;530.5;462.8;140.0;180.0;120.0;160.0;160.0;760.0;350.66
1323;1;0;5;0;1;1;519.8;567.7;484.7;421.9;120.0;180.0;120.0;140.0;80.0;640.0;526.82
1324;5;1;4;1;1;1;385.6;468.6;482.8;471.7;100.0;120.0;120.0;120.0;100.0;560.0;473.74000000000007
1325;3;0;1;1;1;2;487.9;744.8;567.2;498.2;120.0;200.0;120.0;120.0;120.0;680.0;595.62
1326;1;0;4;1;0;1;464.3;431.5;417.1;474.1;160.0;200.0;200.0;200.0;180.0;940.0;545.4
1327;2;0;1;1;0;1;423.9;437.0;345.7;410.9;100.0;120.0;100.0;120.0;100.0;540.0;431.5
1328;1;0;1;0;1;2;597.1;691.2;605.8;558.7;120.0;120.0;120.0;140.0;160.0;660.0;622.5600000000001
1329;0;1;2;0;0;1;480.0;606.0;415.0;369.6;100.0;100.0;80.0;80.0;0.0;360.0;446.12
1330;5;0;4;1;1;3;404.3953657247242;464.6618306053746;373.7;363.6;80.0;120.0;120.0;140.0;100.0;560.0;259.46
1331;0;0;1;0;0;2;453.4;539.0;543.2;524.9;120.0;120.0;100.0;120.0;140.0;600.0;532.1
1332;3;0;4;1;1;2;580.2;425.3;589.3;588.6;140.0;200.0;140.0;160.0;120.0;760.0;588.6800000000001
1333;0;0;1;0;1;1;456.8;524.0;452.8;529.5;120.0;120.0;80.0;100.0;40.0;460.0;484.62
1334;1;0;4;0;0;1;352.8;431.7;412.2;339.6;100.0;120.0;120.0;120.0;80.0;540.0;415.2600000000001
1335;8;1;4;1;1;5;627.9;790.6;688.7;599.9;120.0;120.0;120.0;140.0;100.0;600.0;661.42
1336;18;0;1;0;1;5;530.9;662.4;593.6;567.3;160.0;200.0;200.0;200.0;200.0;960.0;662.8399999999999
1337;3;1;1;1;1;7;714.1;756.8;668.2;602.8;60.0;180.0;120.0;120.0;120.0;600.0;668.38
1338;0;0;4;0;0;2;433.3;437.4;437.1;401.2;120.0;180.0;120.0;120.0;0.0;540.0;449.8
1339;1;0;4;0;1;1;376.4;400.1;424.3;418.3;100.0;120.0;100.0;100.0;60.0;480.0;419.82
1340;18;0;5;0;1;1;481.3;468.8;376.2;460.9;120.0;120.0;120.0;120.0;80.0;560.0;469.44
1341;1;0;3;0;0;0;390.4;440.6;405.8;418.1;120.0;120.0;120.0;80.0;0.0;440.0;418.98
1342;0;1;1;0;1;3;555.8;687.6;596.4;562.1;160.0;200.0;140.0;180.0;200.0;880.0;656.38
1343;0;0;4;0;0;1;557.5;547.6;550.0;583.2;120.0;120.0;120.0;120.0;160.0;640.0;575.6600000000001
1344;0;0;4;0;0;2;561.0;736.2;718.2;684.5;140.0;180.0;120.0;120.0;140.0;700.0;679.98
1345;3;1;4;1;1;1;436.8;437.4;526.5;478.9;100.0;100.0;80.0;100.0;60.0;440.0;463.92
1346;0;1;4;0;1;8;631.2;778.7;600.7;529.4;160.0;200.0;140.0;140.0;120.0;760.0;660.0
1347;2;1;5;0;1;2;602.2;765.2;658.7;652.8;140.0;200.0;120.0;120.0;80.0;660.0;667.78
1348;0;1;5;0;0;1;527.2;499.8;556.7;544.1;120.0;120.0;120.0;120.0;140.0;620.0;549.5600000000001
1349;1;1;4;0;0;1;356.9;423.9;348.9;365.6;80.0;160.0;80.0;100.0;160.0;580.0;415.06000000000006
1350;7;0;5;1;1;2;375.9858142213593;416.9156467649845;365.2;417.1;120.0;120.0;120.0;120.0;80.0;560.0;268.46
1351;2;0;4;0;0;5;354.0;372.1;474.2;453.5;160.0;160.0;140.0;180.0;200.0;840.0;498.7600000000001
1352;0;1;1;0;1;9;623.4;630.1;646.9;598.7;100.0;200.0;120.0;140.0;160.0;720.0;643.8199999999999
1353;9;1;5;1;1;2;488.6;604.1;637.1;525.1;80.0;120.0;100.0;100.0;40.0;440.0;538.98
1354;0;0;1;0;1;1;483.1;490.5;526.1;522.1;160.0;180.0;120.0;140.0;160.0;760.0;556.36
1355;3;0;5;1;0;5;666.1;785.9;609.5;584.6;160.0;200.0;160.0;180.0;200.0;900.0;709.22
1356;11;0;4;1;0;2;436.4;368.6;549.8;385.7;80.0;120.0;80.0;80.0;0.0;360.0;420.1
1357;18;0;1;0;1;5;361.1;721.7;595.1;685.0;160.0;200.0;140.0;200.0;200.0;900.0;652.58
1358;11;0;1;1;0;9;644.0;693.2;636.6;632.7;120.0;160.0;120.0;120.0;60.0;580.0;637.3
1359;0;1;4;1;0;1;396.7;378.2;372.4;455.7;120.0;180.0;140.0;160.0;140.0;740.0;468.6
1360;1;0;4;0;1;4;476.4;453.0;434.6;497.2;160.0;180.0;140.0;180.0;160.0;820.0;536.24
1361;9;1;4;1;0;3;464.8;421.1;490.9;435.6;80.0;200.0;120.0;120.0;160.0;680.0;498.48
1362;0;0;1;0;1;1;514.9;528.5;512.2;537.8;120.0;180.0;120.0;140.0;120.0;680.0;554.6800000000001
1363;1;0;1;0;1;16;477.7;476.2;536.2;541.0;140.0;120.0;120.0;120.0;120.0;620.0;530.22
1364;2;0;1;1;0;2;475.0;513.2;493.3;491.5;120.0;160.0;100.0;140.0;140.0;660.0;526.6
1365;3;0;1;1;0;1;477.1;433.9;563.2;555.5;100.0;120.0;120.0;120.0;120.0;580.0;521.94
1366;17;1;4;1;1;8;506.9;382.8;404.3;385.7;120.0;120.0;120.0;120.0;120.0;600.0;455.94
1367;13;1;1;1;1;14;532.9;667.6;704.4;616.0;120.0;140.0;100.0;120.0;100.0;580.0;620.1800000000001
1368;10;1;1;1;0;2;460.109415720599;433.5890546168361;492.1;431.5;80.0;120.0;100.0;80.0;0.0;380.0;260.72
1369;7;0;4;1;0;1;399.2;461.4;423.4;430.3;100.0;120.0;120.0;120.0;100.0;560.0;454.86
1370;9;1;1;1;1;1;450.3977794083353;609.0771237372752;0.0;330.1;0.0;0.0;0.0;0.0;0.0;0.0;66.02000000000001
1371;1;1;5;0;1;11;583.1;681.1;678.7;588.1;120.0;160.0;120.0;120.0;120.0;640.0;634.2
1372;1;0;5;0;1;1;455.6;582.0;505.6;500.5;140.0;120.0;140.0;140.0;160.0;700.0;548.74
1373;1;0;3;0;1;1;417.7;478.1;372.7;394.7;100.0;120.0;100.0;80.0;80.0;480.0;428.64
1374;3;0;4;1;0;0;490.2;413.3;413.9;401.1;120.0;120.0;80.0;120.0;100.0;540.0;451.7
1375;0;1;1;0;1;6;557.1;760.1;649.9;590.9;120.0;120.0;120.0;120.0;140.0;620.0;635.6
1376;5;0;1;1;1;5;440.5;433.5;569.9;550.8;120.0;120.0;120.0;120.0;120.0;600.0;518.9399999999999
1377;1;0;1;1;1;4;586.0;485.8;586.4;487.3;120.0;120.0;120.0;120.0;120.0;600.0;549.1
1378;1;0;1;0;1;1;454.9;545.0;453.5;487.4;120.0;160.0;120.0;180.0;140.0;720.0;532.1600000000001
1379;2;0;4;1;0;1;460.9;370.2;439.5;357.5;120.0;180.0;80.0;140.0;60.0;580.0;441.62000000000006
1380;1;0;4;0;0;3;349.8;400.9;447.4;413.9;120.0;120.0;100.0;120.0;120.0;580.0;438.4
1381;0;0;4;0;0;1;409.5;548.2;558.1;531.9;120.0;120.0;120.0;120.0;120.0;600.0;529.54
1382;9;0;4;1;1;9;635.7;710.8;687.5;588.4;100.0;40.0;40.0;120.0;40.0;340.0;592.48
1383;9;0;5;1;0;3;437.4;396.2;411.0;464.3;100.0;120.0;80.0;100.0;100.0;500.0;441.78
1384;3;0;1;1;0;0;489.6;546.1;438.6;513.7;120.0;120.0;100.0;120.0;120.0;580.0;513.6
1385;2;0;4;1;0;0;397.1;444.1;484.7;436.1;120.0;160.0;60.0;80.0;0.0;420.0;436.4
1386;2;0;1;1;1;1;402.1;540.4;477.6;483.3;140.0;180.0;140.0;160.0;140.0;760.0;532.6800000000001
1387;9;0;1;1;0;0;411.1;474.2;370.3;398.7;120.0;120.0;120.0;120.0;0.0;480.0;426.86
1388;4;0;4;1;1;3;453.74676033722784;489.23174944977774;404.3;512.7;120.0;140.0;100.0;160.0;120.0;640.0;311.4
1389;1;1;1;1;1;0;556.6;516.5;514.7;455.1;120.0;180.0;120.0;120.0;140.0;680.0;544.58
1390;6;1;1;1;0;3;531.2;628.7;641.2;583.3;140.0;200.0;160.0;180.0;200.0;880.0;652.88
1391;1;0;4;1;0;1;533.9;522.0;617.0;603.9;160.0;180.0;140.0;180.0;160.0;820.0;619.36
1392;1;0;4;1;0;1;397.7722149102625;470.9284216786707;467.3;421.4;120.0;120.0;100.0;120.0;120.0;580.0;293.74
1393;13;0;4;1;0;3;386.2;468.0;539.7;408.1;120.0;120.0;120.0;160.0;140.0;660.0;492.4
1394;4;0;5;1;1;7;469.6;626.3;545.5;580.3;100.0;160.0;120.0;120.0;160.0;660.0;576.3399999999999
1395;0;0;1;0;1;16;520.6;657.9;653.6;587.6;140.0;180.0;140.0;180.0;180.0;820.0;647.94
1396;0;0;1;0;0;0;406.5;399.2;474.0;387.0;80.0;120.0;80.0;120.0;120.0;520.0;437.34
1397;3;1;5;1;0;1;403.8;431.5;527.2;430.9;120.0;160.0;120.0;120.0;100.0;620.0;482.68
1398;12;0;1;1;0;2;370.7;431.6;498.5;447.0;80.0;120.0;120.0;120.0;80.0;520.0;453.56000000000006
1399;5;0;1;1;0;1;514.9;539.1;571.1;505.7;120.0;120.0;120.0;120.0;100.0;580.0;542.1600000000001
1400;1;0;4;0;1;1;389.7;428.4;488.1;521.4;80.0;120.0;80.0;120.0;80.0;480.0;461.52
1401;0;0;4;0;1;1;469.3;597.1;428.5;470.0;120.0;140.0;100.0;120.0;100.0;580.0;508.98
1402;1;1;4;0;1;1;410.2;534.4;557.6;492.8;140.0;140.0;120.0;120.0;140.0;660.0;531.0
1403;0;1;4;0;0;3;598.1;647.1;449.3;430.6;160.0;180.0;180.0;180.0;200.0;900.0;605.02
1404;9;0;1;1;1;1;513.4;651.8;437.8;591.1;120.0;120.0;120.0;120.0;120.0;600.0;558.82
1405;0;0;4;0;0;0;543.9;665.6;612.2;555.7;200.0;200.0;160.0;180.0;200.0;940.0;663.48
1406;1;1;4;0;1;9;379.6;426.0;495.2;417.6;100.0;120.0;120.0;120.0;140.0;600.0;463.68
