;FAIXA ETÁRIA;SEXO;COR/RAÇA;SITUAÇÃO DE CONCLUSÃO;IDIOMA;RENDA;NOTA_CN;NOTA_MT;NOTA_CH;NOTA_LC;NOTA_COMP1;NOTA_COMP2;NOTA_COMP3;NOTA_COMP4;NOTA_COMP5;NOTA_REDACAO;NOTAS
2644;2;0;1;1;1;4;456.8132609336543;505.00298644136143;463.4;458.4;100.0;140.0;100.0;120.0;100.0;560.0;296.36
2645;10;1;4;1;0;1;507.4741280383512;419.2493977500661;399.0;392.9;120.0;120.0;120.0;120.0;120.0;600.0;278.38
2646;11;0;4;1;1;1;450.8;544.7;530.2;331.9;100.0;120.0;120.0;120.0;80.0;540.0;479.5200000000001
2647;5;0;4;1;0;2;648.0;666.1;686.6;696.2;180.0;200.0;180.0;200.0;160.0;920.0;723.38
2648;2;1;5;1;1;2;356.2;555.1;544.7;481.8;140.0;200.0;120.0;160.0;160.0;780.0;543.5600000000001
2649;1;1;4;0;1;3;491.5;552.4;394.9;478.0;120.0;160.0;120.0;140.0;180.0;720.0;527.36
2650;18;0;1;0;1;3;511.9;637.2;570.2;565.7;160.0;200.0;120.0;160.0;200.0;840.0;625.0
2651;1;0;1;0;1;7;621.8;719.6;661.8;636.5;160.0;200.0;160.0;200.0;200.0;920.0;711.9399999999999
2652;1;0;5;1;0;2;389.1;467.4;466.3;478.2;140.0;140.0;120.0;120.0;100.0;620.0;484.2
2653;1;0;5;1;1;1;446.2;482.6;495.9;517.3;120.0;120.0;120.0;160.0;120.0;640.0;516.4
2654;3;1;4;1;0;10;467.4;600.4;653.2;499.6;140.0;200.0;140.0;180.0;160.0;820.0;608.12
2655;1;1;4;1;1;5;551.0;508.4;512.7;419.3;160.0;200.0;180.0;160.0;160.0;860.0;570.28
2656;1;0;1;0;0;5;448.5;481.3;553.3;491.6;100.0;180.0;120.0;120.0;180.0;700.0;534.9399999999999
2657;10;0;4;1;0;2;441.3;440.6;533.1;462.5;120.0;120.0;80.0;120.0;100.0;540.0;483.5
2658;9;0;4;1;0;1;452.0;427.1;481.2;498.5;80.0;120.0;100.0;120.0;160.0;580.0;487.7600000000001
2659;2;0;4;1;1;0;528.9;374.7;487.7;388.8;120.0;120.0;120.0;140.0;160.0;660.0;488.02
2660;5;1;1;1;0;1;423.4;401.0;519.1;450.6;100.0;120.0;100.0;120.0;120.0;560.0;470.82
2661;10;1;4;1;1;1;567.6;431.3;652.1;625.2;100.0;200.0;120.0;120.0;160.0;700.0;595.24
2662;0;1;3;0;0;1;445.0;470.2;523.6;410.3;100.0;40.0;40.0;100.0;0.0;280.0;425.8200000000001
2663;0;0;1;0;1;1;482.5;452.0;505.2;479.1;160.0;180.0;120.0;160.0;160.0;780.0;539.76
2664;4;1;4;1;0;1;565.4;442.8;479.4;406.7;100.0;120.0;160.0;140.0;180.0;700.0;518.86
2665;1;0;4;1;0;1;454.0;466.5;522.7;437.0;120.0;120.0;80.0;120.0;100.0;540.0;484.04
2666;4;0;1;1;0;1;588.1;696.5;593.7;602.9;140.0;180.0;160.0;200.0;200.0;880.0;672.24
2667;1;0;4;0;0;1;460.0;553.3;497.2;502.9;120.0;200.0;120.0;160.0;160.0;760.0;554.6800000000001
2668;1;1;4;0;1;0;487.8;568.2;479.0;480.1;120.0;160.0;120.0;140.0;180.0;720.0;547.0200000000001
2669;1;1;4;0;0;1;520.9;656.2;510.9;555.8;140.0;120.0;120.0;120.0;180.0;680.0;584.76
2670;0;0;4;0;1;4;562.1;502.8;599.2;571.5;160.0;200.0;160.0;180.0;140.0;840.0;615.1200000000001
2671;3;0;3;1;1;2;489.3;494.2;460.5;443.6;100.0;120.0;100.0;80.0;120.0;520.0;481.5200000000001
2672;1;0;5;1;0;2;523.6;583.0;603.9;584.7;160.0;180.0;160.0;180.0;200.0;880.0;635.04
2673;14;1;4;1;0;8;408.9;604.9;558.9;452.6;120.0;200.0;120.0;120.0;140.0;700.0;545.0600000000001
2674;1;1;1;0;1;4;474.9;517.1;578.1;556.3;80.0;200.0;80.0;120.0;140.0;620.0;549.28
2675;1;0;1;0;0;0;498.8;515.1;403.2;483.4;100.0;120.0;120.0;120.0;160.0;620.0;504.1
2676;0;0;1;0;0;2;501.4;468.6;442.0;501.1;120.0;180.0;120.0;160.0;160.0;740.0;530.62
2677;2;1;0;1;1;4;453.0;639.3;515.9;541.7;160.0;200.0;160.0;200.0;180.0;900.0;609.98
2678;1;1;4;0;1;2;424.6;481.2;384.1;444.2;120.0;120.0;120.0;100.0;0.0;460.0;438.8200000000001
2679;2;0;1;0;1;1;395.4;376.1;424.9;371.4;80.0;120.0;100.0;100.0;20.0;420.0;397.56
2680;4;1;4;1;1;9;708.1;757.5;751.6;659.5;140.0;40.0;180.0;160.0;120.0;640.0;703.3399999999999
2681;0;0;4;0;1;1;497.2;599.5;420.6;505.9;100.0;200.0;100.0;100.0;140.0;640.0;532.64
2682;3;0;1;1;1;10;629.8;536.2;597.0;500.4;120.0;200.0;140.0;180.0;160.0;800.0;612.6800000000001
2683;1;0;1;0;1;3;565.2;619.8;555.3;559.4;160.0;180.0;140.0;180.0;200.0;860.0;631.9399999999999
2684;5;0;4;1;0;0;361.9;457.9;490.2;508.1;120.0;120.0;140.0;120.0;100.0;600.0;483.62
2685;0;0;0;0;0;1;349.0;369.3;392.8;421.7;80.0;120.0;100.0;100.0;60.0;460.0;398.56
2686;6;0;4;1;0;2;372.6;403.9;560.4;422.6;120.0;100.0;100.0;100.0;100.0;520.0;455.9
2687;1;0;1;0;1;3;477.0;702.8;664.1;649.7;140.0;200.0;160.0;180.0;200.0;880.0;674.72
2688;3;0;4;0;0;1;423.9;391.1;481.7;442.6;120.0;120.0;100.0;120.0;60.0;520.0;451.86
2689;11;0;4;1;0;4;407.2;419.0;468.8;480.9;80.0;120.0;80.0;100.0;40.0;420.0;439.18
2690;2;0;4;1;0;2;453.4;575.2;502.2;467.4;100.0;200.0;140.0;120.0;140.0;700.0;539.64
2691;1;0;4;0;0;1;392.3;481.7;480.9;519.8;120.0;120.0;100.0;120.0;100.0;560.0;486.94
2692;2;0;1;1;0;8;435.3;573.9;541.1;509.2;160.0;200.0;180.0;200.0;160.0;900.0;591.9
2693;4;0;4;1;1;3;643.1;711.8;676.3;670.0;160.0;200.0;180.0;200.0;200.0;940.0;728.24
2694;2;0;4;1;1;1;402.0;400.2;456.9;421.4;120.0;120.0;100.0;120.0;100.0;560.0;448.1
2695;1;1;5;0;0;2;411.3;369.7;500.8;485.0;100.0;140.0;120.0;120.0;140.0;620.0;477.36
2696;0;0;4;0;0;1;530.6;467.9;520.7;525.0;120.0;140.0;100.0;140.0;200.0;700.0;548.84
2697;2;1;4;1;1;1;495.5;674.4;473.7;533.1;140.0;160.0;120.0;160.0;200.0;780.0;591.34
2698;3;0;4;1;1;2;449.49176856838153;519.8497601544335;453.0;418.8;120.0;120.0;120.0;120.0;120.0;600.0;294.36
2699;3;1;4;1;0;1;401.3;531.5;480.4;422.7;120.0;140.0;120.0;120.0;80.0;580.0;483.18
2700;2;0;1;1;0;1;472.8;469.1;416.6;544.9;120.0;120.0;120.0;120.0;120.0;600.0;500.68
2701;0;1;4;0;1;1;469.6;506.2;583.2;577.2;100.0;120.0;100.0;100.0;100.0;520.0;531.24
2702;0;1;1;0;1;6;723.1;815.3;704.9;642.4;160.0;200.0;180.0;180.0;200.0;920.0;761.14
2703;1;0;4;0;0;2;512.0;572.0;530.9;536.9;120.0;120.0;100.0;120.0;120.0;580.0;546.36
2704;1;1;4;1;1;3;440.3;599.8;607.9;501.7;120.0;180.0;140.0;160.0;100.0;700.0;569.9399999999999
2705;4;0;5;1;0;1;385.8;394.4;460.8;462.7;0.0;0.0;0.0;0.0;0.0;0.0;340.73999999999995
2706;0;0;4;0;0;1;506.5;510.0;555.9;491.1;120.0;180.0;120.0;120.0;200.0;740.0;560.7
2707;3;0;4;1;1;2;402.8;440.0;403.0;392.9;120.0;120.0;100.0;100.0;120.0;560.0;439.74
2708;4;0;4;1;1;1;688.1;731.1;737.2;631.2;180.0;200.0;180.0;200.0;200.0;960.0;749.52
2709;0;1;4;0;1;2;637.5;675.4;653.3;598.9;160.0;160.0;160.0;180.0;120.0;780.0;669.02
2710;2;1;1;0;0;2;426.9;454.7;493.0;493.0;100.0;140.0;120.0;140.0;120.0;620.0;497.5200000000001
2711;1;0;4;0;0;1;413.9;390.2;490.8;357.9;100.0;120.0;100.0;100.0;80.0;500.0;430.56000000000006
2712;13;1;4;1;0;7;489.8;541.9;390.1;386.1;100.0;100.0;120.0;120.0;100.0;540.0;469.58
2713;3;1;4;1;0;1;447.2;507.1;372.2;353.6;60.0;120.0;80.0;80.0;100.0;440.0;424.02
2714;1;1;5;0;1;7;740.6;906.7;695.3;712.4;160.0;200.0;180.0;200.0;200.0;940.0;799.0
2715;2;1;5;1;1;1;496.7;470.8;599.3;530.7;160.0;200.0;140.0;160.0;200.0;860.0;591.5
2716;1;0;0;1;1;1;570.4;508.6;555.7;564.0;140.0;200.0;160.0;160.0;200.0;860.0;611.74
2717;0;1;4;0;0;5;388.7;590.3;400.4;511.5;80.0;120.0;100.0;120.0;80.0;500.0;478.18
2718;1;0;4;1;0;7;510.8;539.2;617.6;464.0;160.0;200.0;180.0;200.0;180.0;920.0;610.32
2719;6;1;4;1;0;2;519.4;485.0;677.0;564.9;120.0;80.0;120.0;120.0;100.0;540.0;557.26
2720;3;1;1;1;1;3;437.5;676.5;611.3;463.6;140.0;120.0;120.0;160.0;140.0;680.0;573.78
2721;5;0;1;1;0;3;448.7;404.2;521.4;468.5;100.0;120.0;80.0;120.0;120.0;540.0;476.56000000000006
2722;12;1;4;1;1;1;435.5;465.7;614.0;563.9;120.0;160.0;120.0;120.0;40.0;560.0;527.8199999999999
2723;3;0;1;1;0;1;443.7;421.0;481.7;483.5;120.0;200.0;120.0;120.0;80.0;640.0;493.98
2724;1;1;4;0;0;1;375.3;372.1;374.9;461.2;100.0;80.0;80.0;60.0;0.0;320.0;380.7
2725;10;1;1;1;1;5;585.4;679.5;672.2;547.7;160.0;180.0;160.0;200.0;140.0;840.0;664.96
2726;2;1;1;1;1;3;508.5;692.4;621.8;547.8;120.0;120.0;120.0;120.0;80.0;560.0;586.1
2727;2;0;1;1;0;6;551.6;555.7;621.7;603.2;140.0;180.0;120.0;120.0;120.0;680.0;602.44
2728;1;0;0;0;0;2;389.5;433.0;501.3;525.2;120.0;160.0;120.0;120.0;80.0;600.0;489.8
2729;4;0;4;1;0;2;503.0;624.4;547.9;508.1;120.0;180.0;100.0;120.0;120.0;640.0;564.6800000000001
2730;0;0;1;0;1;11;486.5;438.3;453.7;533.4;160.0;200.0;140.0;160.0;120.0;780.0;538.38
2731;1;1;5;0;1;2;449.4;430.1;545.1;523.7;80.0;120.0;100.0;100.0;120.0;520.0;493.66
2732;9;0;4;1;0;1;507.1;415.4;386.9;441.9;60.0;100.0;80.0;80.0;60.0;380.0;426.2600000000001
2733;1;0;4;1;1;15;598.6;793.7;623.7;614.7;160.0;200.0;160.0;180.0;200.0;900.0;706.1400000000001
2734;0;1;1;0;1;4;487.8;506.3;381.8;420.4;100.0;120.0;120.0;100.0;0.0;440.0;447.2600000000001
2735;1;0;4;0;1;5;528.6;431.2;556.6;513.3;120.0;140.0;120.0;120.0;160.0;660.0;537.9399999999999
2736;2;1;4;1;1;1;549.5;588.3;530.8;480.2;120.0;120.0;140.0;120.0;120.0;620.0;553.76
2737;0;0;4;0;1;1;421.3;396.1;439.9;414.4;80.0;160.0;80.0;120.0;120.0;560.0;446.34
2738;12;1;4;1;0;0;465.1;443.8;414.5;473.3;80.0;120.0;100.0;80.0;100.0;480.0;455.34
2739;9;0;4;1;0;1;475.6;455.6;571.8;564.7;120.0;120.0;120.0;120.0;160.0;640.0;541.5400000000001
2740;1;0;1;0;0;15;558.8;759.9;641.6;577.5;180.0;180.0;160.0;160.0;200.0;880.0;683.5600000000001
2741;1;1;4;1;1;2;671.6;817.6;652.5;487.1;160.0;200.0;180.0;200.0;200.0;940.0;713.76
2742;1;0;4;0;0;1;406.5;391.7;406.9;360.1;80.0;120.0;120.0;120.0;80.0;520.0;417.04
2743;3;1;1;1;0;0;365.6;393.2;550.2;473.6;80.0;120.0;80.0;120.0;80.0;480.0;452.5200000000001
2744;18;0;1;0;0;5;502.3;559.9;557.7;475.7;160.0;180.0;160.0;200.0;180.0;880.0;595.12
2745;0;0;4;0;1;2;462.5;452.5;554.1;588.5;120.0;180.0;140.0;140.0;100.0;680.0;547.52
2746;12;0;5;1;1;3;344.7;386.7;467.1;453.4;80.0;120.0;100.0;140.0;100.0;540.0;438.38
2747;0;1;1;0;1;1;545.0;714.3;608.2;566.9;120.0;120.0;120.0;140.0;100.0;600.0;606.88
2748;1;0;3;0;0;0;541.9;441.8;662.9;589.1;140.0;180.0;140.0;160.0;120.0;740.0;595.1400000000001
2749;5;0;1;1;0;4;669.8;749.3;703.1;597.0;160.0;200.0;140.0;160.0;160.0;820.0;707.8399999999999
2750;1;1;4;0;0;2;375.7;514.3;434.4;441.6;80.0;120.0;80.0;100.0;80.0;460.0;445.2
2751;0;0;1;0;1;2;465.9;522.1;570.9;463.2;120.0;120.0;120.0;120.0;100.0;580.0;520.42
2752;4;0;4;1;1;2;434.6;445.3;373.2;486.5;120.0;120.0;120.0;140.0;120.0;620.0;471.92
2753;0;0;4;0;0;1;396.9;513.2;369.7;397.3;100.0;120.0;120.0;120.0;100.0;560.0;447.42
2754;18;0;1;0;1;2;475.2;593.0;565.5;541.7;140.0;120.0;120.0;120.0;120.0;620.0;559.08
2755;9;1;4;1;1;1;572.9;652.6;643.4;391.8;160.0;200.0;160.0;180.0;160.0;860.0;624.14
2756;1;0;1;1;1;3;511.2;569.4;549.0;521.8;160.0;180.0;140.0;180.0;180.0;840.0;598.28
2757;2;0;4;0;0;1;424.2638748702672;398.5446158053616;403.5;407.0;80.0;40.0;40.0;120.0;20.0;300.0;222.1
2758;9;1;4;1;1;8;576.0326791418926;710.3463908012246;664.7;550.8;140.0;120.0;140.0;140.0;100.0;640.0;371.1
2759;1;1;1;0;0;0;433.9;500.0;374.3;446.2;100.0;120.0;80.0;120.0;100.0;520.0;454.88
2760;1;0;1;0;0;1;499.9;457.3;492.2;496.2;100.0;120.0;80.0;140.0;80.0;520.0;493.12
2761;1;1;1;1;1;1;493.9;491.1;563.7;560.3;120.0;120.0;120.0;120.0;100.0;580.0;537.8
2762;1;1;1;0;1;7;470.2;633.0;506.0;373.3;120.0;120.0;120.0;120.0;80.0;560.0;508.5
2763;0;1;3;0;1;2;470.7;439.3;530.6;448.8;80.0;120.0;120.0;120.0;0.0;440.0;465.88
2764;5;0;1;1;1;1;493.2;376.0;496.2;512.6;120.0;120.0;120.0;120.0;80.0;560.0;487.6
2765;1;0;1;0;0;1;471.9;483.4;621.8;519.6;140.0;120.0;120.0;120.0;0.0;500.0;519.3399999999999
2766;0;0;4;0;1;1;451.3;525.9;501.6;498.0;160.0;160.0;160.0;160.0;200.0;840.0;563.36
2767;11;0;4;1;1;1;455.4;420.7;504.9;373.7;120.0;160.0;100.0;80.0;60.0;520.0;454.94
2768;9;0;1;1;1;6;686.5;852.0;674.1;678.1;160.0;200.0;140.0;160.0;200.0;860.0;750.14
2769;3;0;4;1;0;5;502.7;627.1;574.1;460.3;140.0;180.0;160.0;160.0;200.0;840.0;600.8399999999999
2770;10;1;4;1;0;0;532.0;475.0;586.3;508.8;60.0;120.0;80.0;80.0;60.0;400.0;500.42
2771;1;0;1;0;0;1;411.7;467.2;391.7;363.8;0.0;0.0;0.0;0.0;0.0;0.0;326.88
2772;1;0;1;0;0;1;401.6;420.4;384.0;392.2;0.0;0.0;0.0;0.0;0.0;0.0;319.64
2773;1;1;4;0;0;4;500.8;448.7;583.5;561.8;120.0;120.0;120.0;120.0;140.0;620.0;542.96
2774;3;1;5;0;1;3;548.2;543.9;624.4;564.1;60.0;40.0;40.0;80.0;40.0;260.0;508.12
2775;1;1;1;1;1;2;611.8;650.0;667.8;622.8;120.0;120.0;120.0;140.0;120.0;620.0;634.48
2776;3;0;4;1;1;1;354.8;663.3;547.3;482.1;120.0;120.0;120.0;100.0;160.0;620.0;533.5
2777;11;0;4;1;0;2;458.1;592.4;550.1;480.6;120.0;140.0;120.0;140.0;160.0;680.0;552.24
2778;0;1;5;1;1;3;526.0;639.3;595.3;552.5;140.0;160.0;140.0;140.0;160.0;740.0;610.62
2779;0;0;1;0;1;1;500.1;629.7;615.8;548.6;160.0;200.0;180.0;200.0;160.0;900.0;638.8399999999999
2780;3;0;2;1;0;1;469.2;486.3;526.2;565.8;120.0;120.0;120.0;120.0;120.0;600.0;529.5
2781;9;1;1;1;0;7;636.9;710.6;596.5;593.9;160.0;200.0;180.0;160.0;160.0;860.0;679.58
2782;2;0;5;1;0;1;423.1;532.1;364.0;481.4;140.0;180.0;140.0;160.0;140.0;760.0;512.12
2783;1;1;1;0;0;1;492.1;486.1;527.3;405.5;0.0;0.0;0.0;0.0;0.0;0.0;382.2
2784;0;1;1;0;1;1;419.2;444.0;410.7;360.5;120.0;120.0;120.0;100.0;40.0;500.0;426.88
2785;2;1;4;1;1;3;547.2;620.2;631.7;583.1;120.0;120.0;120.0;200.0;160.0;720.0;620.4399999999999
2786;2;1;4;1;1;2;393.7;622.4;434.5;493.9;120.0;180.0;120.0;120.0;140.0;680.0;524.9
2787;1;0;1;0;1;1;408.4;380.2;362.8;434.4;80.0;120.0;80.0;100.0;40.0;420.0;401.16
2788;0;1;1;0;1;16;465.7;748.4;622.7;610.7;160.0;200.0;160.0;160.0;140.0;820.0;653.5
2789;3;1;4;1;1;1;500.0;611.6;580.5;535.4;140.0;200.0;160.0;160.0;160.0;820.0;609.5
2790;2;0;5;1;1;1;553.2;493.3;395.3;523.5;140.0;180.0;120.0;120.0;120.0;680.0;529.0600000000001
2791;0;0;1;0;0;1;428.1;458.7;375.7;496.0;100.0;120.0;100.0;80.0;40.0;440.0;439.7
2792;0;0;4;0;0;2;587.1;482.8;552.9;555.1;120.0;120.0;100.0;120.0;60.0;520.0;539.58
2793;16;1;4;1;1;0;398.6;550.1;418.0;395.6;80.0;120.0;80.0;100.0;80.0;460.0;444.46
2794;0;1;1;0;1;3;588.4;735.7;638.5;614.4;120.0;200.0;160.0;160.0;120.0;760.0;667.4
2795;3;0;4;1;1;4;603.1;623.3;653.6;511.5;200.0;200.0;200.0;180.0;180.0;960.0;670.3
2796;9;0;1;1;1;1;501.0;549.8;573.4;587.7;160.0;180.0;160.0;120.0;160.0;780.0;598.38
2797;7;1;5;1;1;2;465.9;424.6;539.9;573.9;140.0;180.0;120.0;160.0;140.0;740.0;548.86
2798;3;0;2;1;1;0;495.4;455.6;531.8;470.1;120.0;120.0;80.0;120.0;20.0;460.0;482.58
2799;0;0;4;0;0;1;421.7;557.6;405.6;427.4;120.0;200.0;120.0;160.0;160.0;760.0;514.46
2800;1;0;1;1;0;1;411.5;398.6;481.3;436.5;100.0;120.0;100.0;120.0;80.0;520.0;449.58
2801;1;0;4;1;0;1;515.1;524.7;521.5;486.6;80.0;120.0;100.0;100.0;120.0;520.0;513.58
2802;1;1;5;0;0;3;349.0;374.6;426.7;358.2;80.0;120.0;80.0;80.0;20.0;380.0;377.7
2803;9;0;4;1;0;1;377.6;454.3;413.4;390.6;140.0;120.0;120.0;120.0;100.0;600.0;447.18
2804;1;1;4;1;1;15;674.9;768.0;646.5;533.5;140.0;120.0;160.0;160.0;100.0;680.0;660.58
2805;5;0;4;1;0;1;442.4;498.6;468.7;488.9;120.0;120.0;120.0;120.0;120.0;600.0;499.72
2806;2;0;4;1;1;1;477.6;488.4;559.4;529.8;160.0;200.0;160.0;180.0;160.0;860.0;583.04
2807;2;1;1;1;1;2;531.0;547.8;542.6;542.6;140.0;120.0;120.0;140.0;120.0;640.0;560.8
2808;9;0;5;1;1;1;495.9;551.7;523.1;403.5;80.0;180.0;120.0;100.0;80.0;560.0;506.84
2809;4;0;5;1;1;7;585.9;554.2;646.9;603.1;180.0;200.0;200.0;200.0;200.0;980.0;674.0200000000001
2810;2;0;1;1;1;2;579.0;633.4;560.3;522.5;200.0;200.0;180.0;180.0;200.0;960.0;651.04
2811;14;1;4;1;0;1;401.3;457.3;629.3;371.3;120.0;120.0;100.0;100.0;0.0;440.0;459.84
2812;3;0;1;1;0;1;390.5;452.4;412.6;450.2;120.0;120.0;100.0;120.0;60.0;520.0;445.14
2813;0;0;1;0;1;4;470.8603596912912;437.9782638206609;492.3;406.1;120.0;120.0;120.0;120.0;120.0;600.0;299.68
2814;11;0;1;1;0;0;502.3281406081293;638.2046300024272;592.4;512.5;100.0;120.0;120.0;140.0;160.0;640.0;348.98
2815;1;0;4;0;0;2;434.3;464.8;519.4;518.0;140.0;160.0;120.0;120.0;100.0;640.0;515.3
2816;3;0;4;1;1;9;450.2;633.2;397.4;499.5;120.0;120.0;120.0;180.0;160.0;700.0;536.0600000000001
2817;1;0;5;0;0;0;431.7083684986599;464.8092405285041;472.5;474.7;100.0;120.0;100.0;120.0;0.0;440.0;277.44
2818;2;0;1;0;0;1;375.7;389.6;529.1;438.7;120.0;120.0;120.0;120.0;100.0;580.0;462.62
2819;1;0;1;1;1;1;416.0;463.5;349.4;360.8;140.0;100.0;120.0;120.0;140.0;620.0;441.94
2820;0;0;1;0;1;7;467.8;428.6;570.9;520.7;100.0;200.0;180.0;140.0;120.0;740.0;545.6
2821;1;0;4;1;0;2;537.4;576.3;618.2;614.9;160.0;200.0;200.0;200.0;180.0;940.0;657.36
2822;1;1;1;1;1;13;525.9;539.5;625.9;609.5;120.0;120.0;120.0;120.0;120.0;600.0;580.1600000000001
2823;1;1;4;0;0;1;402.3;496.3;363.8;469.2;80.0;120.0;100.0;80.0;20.0;400.0;426.32
2824;0;0;4;0;0;5;450.4;560.0;512.0;489.0;140.0;120.0;100.0;140.0;80.0;580.0;518.28
2825;0;0;5;0;1;1;495.7;491.5;391.5;408.7;80.0;120.0;100.0;120.0;60.0;480.0;453.48
2826;1;0;4;0;0;2;454.6;436.3;556.3;561.6;160.0;200.0;140.0;160.0;140.0;800.0;561.76
2827;1;1;1;0;0;1;516.6;589.0;423.3;441.5;80.0;120.0;120.0;140.0;120.0;580.0;510.08
2828;2;1;5;1;1;1;451.1;596.2;439.9;558.6;160.0;120.0;140.0;140.0;180.0;740.0;557.1600000000001
2829;3;1;4;1;1;3;587.0;693.8;632.9;608.8;120.0;120.0;120.0;120.0;120.0;600.0;624.5
2830;1;1;5;0;1;1;545.7;508.1;516.2;547.7;120.0;140.0;120.0;160.0;140.0;680.0;559.5400000000001
2831;18;0;1;0;0;6;559.9;710.4;582.9;559.6;160.0;200.0;200.0;200.0;200.0;960.0;674.5600000000001
2832;7;1;4;1;1;7;471.1;601.8;559.8;495.1;140.0;120.0;120.0;140.0;140.0;660.0;557.5600000000001
2833;1;0;4;1;0;2;468.0;612.8;426.0;508.1;140.0;120.0;120.0;140.0;160.0;680.0;538.98
2834;10;1;4;1;1;1;0.0;813.4;704.0;633.0;0.0;0.0;0.0;0.0;0.0;0.0;430.08
2835;8;0;4;1;0;4;635.6;785.5;725.8;595.1;160.0;200.0;180.0;180.0;180.0;900.0;728.4
2836;1;1;1;0;1;5;607.8;642.3;574.0;472.9;100.0;120.0;120.0;120.0;60.0;520.0;563.4
2837;0;0;4;1;0;1;489.2;420.0;478.3;523.1;120.0;200.0;140.0;180.0;180.0;820.0;546.12
2838;0;0;1;0;1;16;488.1;526.4;461.6;549.8;120.0;120.0;120.0;120.0;120.0;600.0;525.1800000000001
2839;1;1;4;1;1;8;691.9;696.6;732.4;588.7;160.0;200.0;160.0;180.0;200.0;900.0;721.92
2840;2;0;4;1;0;4;508.3;476.5;493.2;536.9;160.0;200.0;160.0;200.0;200.0;920.0;586.98
2841;1;1;5;0;1;2;461.4;519.5;409.9;465.0;100.0;120.0;120.0;100.0;120.0;560.0;483.16
2842;1;1;1;0;0;11;456.2;629.7;547.2;531.3;120.0;120.0;120.0;120.0;100.0;580.0;548.88
2843;1;0;3;0;1;3;478.1;460.3;406.4;417.0;80.0;120.0;120.0;140.0;60.0;520.0;456.36
2844;0;1;1;0;1;4;437.5;586.7;491.5;430.1;120.0;120.0;120.0;120.0;100.0;580.0;505.16
2845;0;0;4;0;0;0;359.9;536.1;362.8;441.4;120.0;120.0;100.0;120.0;80.0;540.0;448.04
2846;10;1;4;1;1;1;610.3;673.9;629.5;631.5;120.0;120.0;100.0;100.0;120.0;560.0;621.04
2847;2;0;4;1;0;1;470.3;453.4;591.9;526.6;80.0;200.0;120.0;160.0;120.0;680.0;544.44
2848;1;0;2;1;0;2;489.3;422.8;410.3;438.6;120.0;140.0;80.0;120.0;80.0;540.0;460.2
2849;3;0;4;1;1;3;510.1;387.3;528.2;319.8;120.0;120.0;120.0;120.0;120.0;600.0;469.08
2850;0;0;1;0;0;3;495.9;645.7;632.2;532.3;160.0;200.0;140.0;140.0;160.0;800.0;621.22
2851;1;0;4;1;1;2;504.5;681.4;611.4;549.4;120.0;120.0;120.0;120.0;140.0;620.0;593.34
2852;2;0;1;1;0;0;362.1;394.4;451.9;396.8;60.0;100.0;80.0;80.0;80.0;400.0;401.04
2853;1;1;1;0;1;1;639.1;676.1;667.9;577.0;120.0;180.0;120.0;120.0;80.0;620.0;636.02
2854;1;1;4;0;1;2;493.0;611.1;593.8;575.7;120.0;180.0;100.0;120.0;40.0;560.0;566.72
2855;0;0;4;1;0;3;483.9;484.6;552.3;536.3;100.0;120.0;120.0;160.0;200.0;700.0;551.42
2856;18;0;1;0;0;0;430.2;611.0;457.6;569.3;120.0;160.0;120.0;140.0;180.0;720.0;557.62
2857;2;0;4;0;0;4;424.7;463.1;442.6;483.6;100.0;120.0;80.0;80.0;0.0;380.0;438.8
2858;3;0;4;1;0;1;372.2;427.6;551.4;441.3;120.0;120.0;100.0;120.0;0.0;460.0;450.5
2859;5;1;1;1;0;1;549.0;567.0;534.3;485.9;120.0;120.0;120.0;120.0;0.0;480.0;523.24
2860;1;1;1;0;1;1;545.4;554.6;572.0;488.8;120.0;120.0;120.0;120.0;0.0;480.0;528.1600000000001
2861;4;0;4;1;1;1;432.2;471.8;414.9;340.5;100.0;120.0;120.0;120.0;120.0;580.0;447.88
2862;5;0;5;1;1;0;499.0;518.1;509.5;530.4;120.0;120.0;120.0;120.0;140.0;620.0;535.4
2863;4;0;4;1;0;0;357.5;496.7;434.9;377.2;100.0;140.0;120.0;120.0;120.0;600.0;453.2600000000001
2864;2;0;4;1;1;1;466.8;517.7;556.0;576.8;120.0;200.0;100.0;160.0;200.0;780.0;579.46
2865;6;0;4;1;1;2;369.1;455.0;430.9;410.9;120.0;120.0;100.0;120.0;20.0;480.0;429.18
2866;2;0;4;1;1;1;504.7;509.4;483.9;512.4;100.0;120.0;140.0;140.0;140.0;640.0;530.08
2867;1;1;1;1;1;9;620.5;611.2;676.8;605.8;120.0;180.0;100.0;100.0;100.0;600.0;622.86
2868;0;1;1;0;0;6;450.4;401.9;434.6;480.0;80.0;140.0;120.0;120.0;0.0;460.0;445.38
2869;1;0;1;1;1;2;585.1;647.1;589.6;542.4;160.0;180.0;120.0;180.0;200.0;840.0;640.8399999999999
2870;2;0;4;1;1;2;437.8;421.4;550.9;419.7;120.0;120.0;80.0;100.0;0.0;420.0;449.96
2871;18;0;1;2;1;1;481.8;534.1;524.4;468.8;140.0;180.0;180.0;180.0;200.0;880.0;577.8199999999999
2872;1;1;4;0;0;6;536.2;468.6;509.8;503.3;100.0;120.0;80.0;140.0;60.0;500.0;503.58
2873;0;1;1;0;1;6;642.9;724.5;730.5;670.8;160.0;200.0;160.0;200.0;200.0;920.0;737.74
