NOTA_CN;NOTA_CH;NOTA_LC;NOTA_MT;NOTA_COMP1;NOTA_COMP2;NOTA_COMP3;NOTA_COMP4;NOTA_COMP5;NOTA_REDACAO
589.9;576.8;530.7;666.8;160.0;180.0;140.0;180.0;200.0;860.0
428.8;584.5;560.3;476.2;120.0;120.0;100.0;120.0;140.0;600.0
612.7;680.6;644.9;613.2;160.0;120.0;160.0;120.0;140.0;700.0
524.9;517.3;485.5;525.9;120.0;180.0;120.0;120.0;140.0;680.0
623.3;634.6;601.4;694.5;120.0;160.0;140.0;140.0;180.0;740.0
443.9;367.5;519.2;407.0;100.0;100.0;120.0;120.0;60.0;500.0
448.7;493.7;357.5;459.0;100.0;80.0;60.0;160.0;80.0;480.0
615.2;652.2;592.9;705.8;120.0;160.0;120.0;100.0;120.0;620.0
645.4;659.9;643.7;680.1;160.0;200.0;160.0;200.0;160.0;880.0
366.9;433.0;370.8;455.1;100.0;120.0;120.0;100.0;0.0;440.0
380.4;398.3;483.6;497.8;100.0;120.0;120.0;140.0;20.0;500.0
513.3;595.7;592.5;559.8;160.0;180.0;120.0;160.0;160.0;780.0
390.5;331.7;569.8;698.7;160.0;180.0;160.0;160.0;180.0;840.0
464.9;489.6;420.3;541.2;100.0;140.0;120.0;120.0;40.0;520.0
498.0;462.1;459.8;489.1;80.0;120.0;120.0;100.0;120.0;540.0
448.1;508.8;475.5;365.5;120.0;120.0;120.0;120.0;120.0;600.0
505.1;597.3;493.3;618.8;160.0;200.0;160.0;160.0;180.0;860.0
522.9;465.9;506.4;397.1;120.0;140.0;120.0;120.0;160.0;660.0
583.9;570.0;457.1;586.8;120.0;120.0;100.0;140.0;120.0;600.0
464.1;579.1;545.4;405.5;100.0;100.0;80.0;120.0;40.0;440.0
431.2;526.6;508.9;398.7;100.0;120.0;100.0;100.0;60.0;480.0
348.5;367.6;445.4;401.3;80.0;100.0;80.0;100.0;60.0;420.0
426.7;379.5;338.2;409.1;0.0;0.0;0.0;0.0;0.0;0.0
413.3;335.9;413.9;382.4;80.0;200.0;120.0;120.0;160.0;680.0
457.8;529.1;430.8;505.2;0.0;0.0;0.0;0.0;0.0;0.0
411.0;423.4;371.5;400.0;80.0;80.0;80.0;100.0;20.0;360.0
399.1;488.1;492.7;722.0;180.0;200.0;160.0;180.0;200.0;920.0
488.7;460.6;514.1;649.8;140.0;180.0;120.0;180.0;140.0;760.0
462.1;406.8;473.5;460.5;100.0;120.0;120.0;140.0;160.0;640.0
625.0;623.8;546.2;719.9;160.0;120.0;160.0;160.0;180.0;780.0
377.6;438.3;430.4;469.0;100.0;120.0;100.0;120.0;80.0;520.0
354.9;370.5;476.3;411.0;100.0;120.0;100.0;120.0;40.0;480.0
531.3;396.2;432.3;412.4;140.0;160.0;160.0;180.0;120.0;760.0
593.1;612.6;588.2;692.3;160.0;180.0;140.0;180.0;160.0;820.0
383.0;452.9;494.8;405.9;80.0;100.0;100.0;100.0;0.0;380.0
455.7;403.2;435.1;604.5;120.0;120.0;140.0;180.0;120.0;680.0
649.8;686.1;539.3;742.4;120.0;200.0;140.0;160.0;140.0;760.0
643.8;713.3;556.9;764.1;160.0;200.0;180.0;180.0;180.0;900.0
492.7;529.9;431.3;396.4;100.0;120.0;100.0;120.0;120.0;560.0
553.5;495.9;452.6;690.6;120.0;120.0;100.0;120.0;120.0;580.0
477.9;366.6;462.2;488.3;100.0;200.0;120.0;180.0;180.0;780.0
506.1;389.3;354.1;530.4;120.0;120.0;120.0;120.0;80.0;560.0
419.2;381.7;380.7;405.1;80.0;120.0;80.0;80.0;0.0;360.0
622.1;662.6;588.3;672.2;160.0;120.0;120.0;120.0;80.0;600.0
533.4;620.2;592.4;554.7;160.0;120.0;120.0;160.0;160.0;720.0
372.6;414.7;498.4;464.5;120.0;120.0;120.0;120.0;120.0;600.0
388.6;427.3;474.8;415.6;120.0;120.0;120.0;120.0;140.0;620.0
557.0;613.1;570.6;679.7;120.0;120.0;120.0;100.0;120.0;580.0
418.0;458.7;376.5;373.9;80.0;40.0;40.0;100.0;40.0;300.0
462.6;480.2;502.0;502.6;120.0;120.0;120.0;140.0;80.0;580.0
463.5;528.5;358.8;500.2;80.0;120.0;120.0;120.0;160.0;600.0
398.89322840653045;505.9;534.4;538.4508314737369;120.0;120.0;100.0;120.0;60.0;520.0
374.4;479.1;444.2;390.9;140.0;120.0;120.0;120.0;120.0;620.0
525.0;392.0;370.3;407.1;100.0;120.0;120.0;120.0;200.0;660.0
508.9;475.7;444.4;411.0;120.0;120.0;120.0;80.0;120.0;560.0
533.7;632.0;589.4;807.8;160.0;120.0;180.0;180.0;200.0;840.0
536.9;428.3;499.8;416.0;100.0;120.0;100.0;100.0;120.0;540.0
422.4;365.2;369.6;375.4;100.0;120.0;80.0;100.0;40.0;440.0
395.63661008099433;377.6;445.6;428.17842923229887;100.0;120.0;100.0;140.0;0.0;460.0
443.1;499.9;442.2;450.5;80.0;120.0;80.0;120.0;120.0;520.0
621.5;660.4;621.4;791.8;160.0;140.0;160.0;120.0;140.0;720.0
541.3;638.9;568.0;598.5;140.0;180.0;140.0;160.0;100.0;720.0
647.2;652.3;591.3;808.0;160.0;200.0;160.0;200.0;200.0;920.0
442.2;524.7;536.8;510.1;160.0;200.0;120.0;180.0;180.0;840.0
503.7;454.8;549.1;534.9;120.0;160.0;120.0;120.0;160.0;680.0
580.7;554.8;499.4;605.1;140.0;160.0;140.0;140.0;180.0;760.0
538.8;598.6;547.5;547.4;160.0;180.0;160.0;120.0;180.0;800.0
354.2;353.0;343.5;379.1;100.0;120.0;120.0;120.0;80.0;540.0
503.3;437.8;545.6;578.0;180.0;180.0;120.0;120.0;40.0;640.0
474.1;339.1;419.5;395.4;100.0;120.0;100.0;120.0;100.0;540.0
461.5;572.9;458.5;441.7;80.0;120.0;120.0;120.0;120.0;560.0
506.8;521.9;528.5;497.8;140.0;120.0;160.0;140.0;200.0;760.0
399.0;533.5;444.7;454.4;100.0;200.0;120.0;140.0;120.0;680.0
586.7;655.6;598.6;684.6;160.0;200.0;160.0;180.0;160.0;860.0
410.2;476.5;400.4;520.4;120.0;120.0;80.0;100.0;80.0;500.0
540.9;483.3;506.2;496.6;160.0;200.0;180.0;200.0;180.0;920.0
455.1;503.2;497.6;527.2;140.0;140.0;120.0;160.0;180.0;740.0
498.5;368.7;527.7;453.0;120.0;180.0;140.0;180.0;140.0;760.0
468.9;474.3;465.1;406.9;120.0;120.0;120.0;120.0;80.0;560.0
415.3;469.2;393.7;432.9;100.0;120.0;120.0;80.0;80.0;500.0
565.6;625.8;565.2;616.8;160.0;200.0;160.0;200.0;200.0;920.0
397.8;557.7;508.5;565.0;140.0;200.0;120.0;160.0;200.0;820.0
552.7;599.2;542.4;606.7;120.0;120.0;100.0;120.0;80.0;540.0
352.2;393.7;358.1;438.2;120.0;100.0;100.0;120.0;40.0;480.0
413.4;468.6;442.1;432.0;120.0;120.0;100.0;120.0;40.0;500.0
613.2;662.8;594.6;647.5;120.0;160.0;120.0;140.0;140.0;680.0
418.9;418.6;340.2;493.5;120.0;120.0;120.0;120.0;120.0;600.0
592.5;512.0;450.7;468.3;160.0;120.0;140.0;200.0;140.0;760.0
415.5;390.7;413.1;457.2;120.0;120.0;100.0;100.0;40.0;480.0
551.4;590.9;553.2;541.0;100.0;100.0;120.0;120.0;140.0;580.0
528.2;486.5;520.9;651.6;120.0;120.0;120.0;140.0;140.0;640.0
438.7;355.1;527.6;408.5;100.0;120.0;120.0;120.0;120.0;580.0
381.5;439.7;398.1;468.4;140.0;200.0;160.0;180.0;160.0;840.0
583.8;583.7;565.8;659.3;160.0;200.0;180.0;200.0;200.0;940.0
408.5;520.4;448.5;447.1;100.0;120.0;100.0;140.0;180.0;640.0
449.1;444.6;429.9;420.7;120.0;120.0;100.0;120.0;80.0;540.0
445.9;377.7;395.1;444.5;80.0;120.0;80.0;100.0;40.0;420.0
404.1;479.6;479.0;432.8;120.0;120.0;120.0;120.0;140.0;620.0
431.7;446.5;430.9;430.0;120.0;40.0;40.0;120.0;20.0;340.0
378.7;420.0;316.5;405.7;100.0;40.0;40.0;120.0;40.0;340.0
550.1;590.5;593.3;663.7;160.0;200.0;160.0;180.0;180.0;880.0
443.3;390.0;415.8;503.2;80.0;120.0;100.0;120.0;60.0;480.0
408.9;467.6;538.5;511.5;80.0;120.0;100.0;80.0;100.0;480.0
513.7;448.1;511.3;457.2;120.0;120.0;100.0;120.0;160.0;620.0
527.5;535.1;509.2;460.9;120.0;120.0;100.0;120.0;100.0;560.0
451.50720135028814;425.1;501.9;497.9610187200662;120.0;120.0;100.0;120.0;120.0;580.0
488.2;570.0;555.6;562.6;120.0;120.0;120.0;120.0;120.0;600.0
414.0;486.7;455.3;473.9;160.0;200.0;120.0;140.0;100.0;720.0
522.9;524.7;517.5;403.2;160.0;140.0;120.0;140.0;100.0;660.0
547.1;558.1;507.4;669.5;140.0;160.0;140.0;160.0;160.0;760.0
507.6;527.2;506.9;562.5;180.0;200.0;160.0;180.0;200.0;920.0
535.4;603.5;598.2;543.7;120.0;120.0;120.0;120.0;100.0;580.0
495.4;548.4;530.2;581.1;120.0;120.0;120.0;180.0;180.0;720.0
401.0;539.3;535.4;393.3;140.0;120.0;120.0;120.0;80.0;580.0
443.6;497.0;460.2;460.0;140.0;200.0;160.0;160.0;160.0;820.0
521.8;549.4;561.0;505.7;120.0;180.0;120.0;160.0;160.0;740.0
589.0;579.3;587.9;587.8;140.0;120.0;120.0;120.0;180.0;680.0
487.0;556.0;553.4;640.1;0.0;0.0;0.0;0.0;0.0;0.0
391.7;376.9;357.3;429.5;80.0;120.0;100.0;100.0;100.0;500.0
409.4;422.3;480.1;513.7;80.0;120.0;100.0;120.0;100.0;520.0
413.7;463.9;456.9;554.5;140.0;40.0;40.0;120.0;40.0;380.0
379.4;574.6;530.0;542.5;120.0;140.0;100.0;100.0;140.0;600.0
509.6;605.2;559.9;669.5;120.0;180.0;120.0;140.0;60.0;620.0
431.3;584.8;496.4;568.6;140.0;180.0;140.0;140.0;80.0;680.0
471.3;534.9;518.8;568.6;120.0;120.0;100.0;140.0;160.0;640.0
581.9;567.2;499.1;570.7;100.0;140.0;100.0;120.0;80.0;540.0
464.5;543.1;540.4;659.9;160.0;200.0;120.0;160.0;120.0;760.0
410.8;568.7;529.9;527.9;160.0;180.0;140.0;160.0;160.0;800.0
403.3;571.4;490.3;616.1;160.0;200.0;200.0;200.0;200.0;960.0
454.4;0.0;311.6;643.6;0.0;0.0;0.0;0.0;0.0;0.0
472.1;351.9;547.3;470.9;120.0;120.0;120.0;140.0;100.0;600.0
396.6;407.7;485.1;374.4;100.0;140.0;80.0;100.0;60.0;480.0
431.9721255060427;521.8;370.9;457.58566183522674;80.0;100.0;80.0;100.0;20.0;380.0
573.0;643.7;611.5;547.9;120.0;160.0;100.0;120.0;160.0;660.0
462.5;584.7;536.5;568.8;160.0;200.0;120.0;180.0;200.0;860.0
499.4;460.3;451.6;520.5;140.0;120.0;120.0;120.0;160.0;660.0
529.3;531.3;503.5;550.1;120.0;160.0;100.0;120.0;120.0;620.0
513.5;523.7;560.4;559.2;80.0;120.0;100.0;100.0;120.0;520.0
546.9;574.5;515.9;622.1;160.0;200.0;140.0;200.0;200.0;900.0
494.9;440.4;358.5;615.7;120.0;180.0;120.0;120.0;160.0;700.0
414.7;479.4;378.5;365.8;120.0;120.0;100.0;120.0;100.0;560.0
411.8;377.6;494.9;487.0;120.0;200.0;140.0;160.0;160.0;780.0
516.7;613.4;570.5;615.9;100.0;120.0;120.0;120.0;80.0;540.0
382.3;514.3;378.7;420.8;60.0;120.0;80.0;80.0;120.0;460.0
445.1;633.7;548.2;654.9;160.0;200.0;160.0;180.0;180.0;880.0
363.8;433.4;338.8;418.3;80.0;120.0;80.0;120.0;120.0;520.0
442.0;500.6;504.4;494.3;140.0;140.0;160.0;120.0;100.0;660.0
521.7;484.8;487.2;614.4;120.0;120.0;120.0;120.0;160.0;640.0
467.4;547.3;486.7;467.0;100.0;140.0;100.0;120.0;0.0;460.0
598.6;563.2;529.3;722.9;180.0;200.0;200.0;200.0;200.0;980.0
588.8;625.2;606.7;661.6;160.0;200.0;140.0;160.0;200.0;860.0
443.4;391.3;457.7;653.6;120.0;120.0;120.0;140.0;140.0;640.0
445.9;383.6;344.2;394.6;60.0;80.0;40.0;60.0;0.0;240.0
448.2;477.9;477.1;445.7;100.0;60.0;60.0;60.0;40.0;320.0
457.3;448.6;421.7;514.7;0.0;0.0;0.0;0.0;0.0;0.0
440.8;599.5;512.4;462.5;120.0;120.0;80.0;80.0;100.0;500.0
395.4;397.5;384.1;418.1;100.0;120.0;80.0;100.0;120.0;520.0
461.0;408.8;472.1;549.1;140.0;160.0;160.0;180.0;140.0;780.0
474.7;598.1;619.5;437.9;100.0;120.0;120.0;100.0;140.0;580.0
442.2;418.0;482.7;479.4;120.0;120.0;120.0;120.0;120.0;600.0
655.0;606.4;609.1;688.7;140.0;180.0;120.0;140.0;140.0;720.0
416.5;427.6;371.9;416.1;160.0;120.0;120.0;120.0;100.0;620.0
400.5870853964818;386.7;427.3;418.7160725378409;100.0;120.0;120.0;120.0;0.0;460.0
454.0;506.3;572.4;474.3;140.0;180.0;160.0;160.0;160.0;800.0
511.1;603.6;502.1;558.8;120.0;120.0;100.0;140.0;140.0;620.0
489.1;545.8;481.2;473.6;120.0;120.0;80.0;120.0;120.0;560.0
535.8;550.3;603.6;545.4;160.0;180.0;160.0;200.0;200.0;900.0
436.9;497.8;506.7;428.7;140.0;120.0;160.0;140.0;160.0;720.0
556.0;606.0;517.3;405.1;160.0;200.0;180.0;160.0;140.0;840.0
452.8;524.1;513.5;631.6;120.0;180.0;140.0;200.0;200.0;840.0
591.5;695.5;604.4;708.2;160.0;200.0;160.0;180.0;180.0;880.0
652.9;634.5;594.1;507.3;140.0;40.0;40.0;120.0;40.0;380.0
440.6;369.1;450.9;453.9;140.0;40.0;40.0;140.0;40.0;400.0
388.7;440.4;324.1;457.3;120.0;120.0;120.0;120.0;20.0;500.0
443.1;476.6;524.0;512.7;140.0;200.0;180.0;200.0;200.0;920.0
620.8;653.0;511.2;685.3;120.0;120.0;100.0;120.0;140.0;600.0
426.7;572.4;520.8;411.0;120.0;120.0;120.0;160.0;80.0;600.0
379.9;420.8;395.2;377.0;80.0;120.0;80.0;80.0;40.0;400.0
423.9;339.7;466.3;558.6;60.0;80.0;60.0;100.0;20.0;320.0
515.1;476.6;457.5;517.4;120.0;120.0;120.0;120.0;80.0;560.0
350.8;385.7;445.4;388.9;80.0;120.0;100.0;120.0;80.0;500.0
431.1;387.5;444.0;528.8;120.0;180.0;140.0;160.0;140.0;740.0
441.2;533.7;423.2;552.2;120.0;160.0;120.0;120.0;120.0;640.0
453.7;519.5;484.5;543.8;140.0;200.0;120.0;140.0;80.0;680.0
444.3;520.5;527.0;604.6;100.0;120.0;100.0;120.0;120.0;560.0
427.5;482.7;450.5;524.3;120.0;120.0;140.0;140.0;80.0;600.0
685.2;685.5;557.5;848.4;160.0;200.0;160.0;180.0;180.0;880.0
492.4;455.3;493.7;530.4;120.0;160.0;120.0;120.0;140.0;660.0
434.4;514.4;469.3;559.5;100.0;120.0;100.0;100.0;80.0;500.0
438.2;483.1;333.4;507.3;120.0;120.0;120.0;120.0;180.0;660.0
589.9;539.0;468.6;666.7;160.0;180.0;140.0;200.0;160.0;840.0
493.1;430.8;366.2;443.6;80.0;120.0;100.0;120.0;0.0;420.0
370.7;391.8;423.3;428.2;100.0;120.0;80.0;120.0;100.0;520.0
433.6;471.9;484.6;462.3;160.0;120.0;120.0;120.0;140.0;660.0
394.9;457.0;521.9;450.6;100.0;120.0;80.0;80.0;140.0;520.0
709.3;675.9;582.6;780.9;200.0;200.0;180.0;200.0;200.0;980.0
393.7;409.9;422.4;543.4;120.0;120.0;100.0;120.0;60.0;520.0
506.6;404.4;526.7;541.4;120.0;120.0;120.0;120.0;120.0;600.0
523.1;566.6;551.0;418.4;140.0;160.0;120.0;120.0;120.0;660.0
437.4;507.4;475.5;445.1;140.0;120.0;120.0;120.0;120.0;620.0
402.80051959028907;416.6;339.0;423.8357178383574;120.0;120.0;100.0;100.0;80.0;520.0
458.6;543.7;524.7;403.0;120.0;100.0;100.0;120.0;60.0;500.0
473.9;517.5;483.1;573.2;80.0;120.0;80.0;140.0;80.0;500.0
502.4;577.1;487.2;622.3;160.0;200.0;160.0;180.0;180.0;880.0
521.5;567.3;438.4;544.8;140.0;80.0;100.0;120.0;120.0;560.0
440.5;533.1;470.4;629.1;80.0;120.0;100.0;120.0;0.0;420.0
450.8;556.7;493.1;384.0;140.0;200.0;140.0;180.0;140.0;800.0
497.3;527.1;507.1;575.1;160.0;180.0;120.0;160.0;140.0;760.0
357.5;405.4;431.1;434.3;80.0;120.0;100.0;100.0;120.0;520.0
642.3;646.9;633.6;712.6;140.0;200.0;160.0;140.0;140.0;780.0
642.0;655.7;605.8;728.8;160.0;200.0;200.0;200.0;200.0;960.0
412.3;532.0;469.0;490.7;120.0;40.0;40.0;140.0;40.0;380.0
473.0;474.8;383.3;380.8;120.0;120.0;80.0;120.0;80.0;520.0
452.1274753954543;575.8;395.9;481.7793410419774;80.0;120.0;80.0;100.0;120.0;500.0
453.4;427.6;479.5;507.0;120.0;120.0;120.0;100.0;160.0;620.0
455.8;466.9;479.5;496.1;160.0;200.0;120.0;120.0;160.0;760.0
429.6;413.7;400.7;471.4;100.0;100.0;80.0;80.0;120.0;480.0
470.1;380.6;443.6;387.4;80.0;120.0;80.0;100.0;140.0;520.0
413.14496141532123;421.3;344.9;451.5212649277798;40.0;40.0;0.0;0.0;0.0;80.0
437.9;492.7;409.8;463.9;120.0;120.0;100.0;120.0;160.0;620.0
421.4;418.7;506.4;530.8;120.0;120.0;100.0;160.0;120.0;620.0
508.4313372745965;495.1;433.8;528.031128677988;120.0;180.0;140.0;160.0;160.0;760.0
399.3;523.1;467.8;406.3;120.0;120.0;120.0;120.0;140.0;620.0
585.5;626.5;629.9;560.1;160.0;200.0;160.0;160.0;200.0;880.0
465.6;521.9;480.4;530.3;100.0;160.0;100.0;120.0;80.0;560.0
531.6;593.2;561.5;550.5;160.0;200.0;160.0;180.0;180.0;880.0
373.3;366.1;510.7;466.7;120.0;120.0;80.0;100.0;0.0;420.0
442.6;604.4;537.0;507.3;120.0;120.0;120.0;120.0;60.0;540.0
492.7;552.6;509.8;437.9;120.0;120.0;120.0;140.0;120.0;620.0
658.2;699.7;609.0;625.5;160.0;200.0;180.0;180.0;200.0;920.0
664.7;646.5;627.2;770.4;160.0;200.0;200.0;200.0;200.0;960.0
441.7;413.7;457.7;450.6;100.0;120.0;100.0;120.0;0.0;440.0
404.4;530.5;554.3;453.4;160.0;200.0;180.0;200.0;200.0;940.0
550.8;670.2;579.2;615.1;100.0;180.0;120.0;120.0;140.0;660.0
438.9;521.2;401.1;409.5;100.0;180.0;120.0;160.0;180.0;740.0
494.1;558.5;573.0;630.0;180.0;200.0;180.0;200.0;200.0;960.0
454.90221134655866;468.2;472.3;565.0615331982884;100.0;120.0;100.0;100.0;80.0;500.0
468.0;585.3;505.9;556.0;160.0;140.0;120.0;120.0;160.0;700.0
406.8;407.2;319.0;396.9;80.0;100.0;80.0;80.0;20.0;360.0
517.7;657.3;620.5;682.1;120.0;120.0;120.0;120.0;120.0;600.0
452.9;410.0;451.2;447.7;120.0;120.0;120.0;140.0;120.0;620.0
676.1;669.3;676.8;767.1;160.0;200.0;200.0;200.0;200.0;960.0
499.7;494.4;540.5;537.3;80.0;100.0;60.0;80.0;0.0;320.0
476.6;464.3;500.6;484.6;120.0;200.0;120.0;120.0;60.0;620.0
393.4;364.5;354.6;401.9;60.0;120.0;100.0;80.0;0.0;360.0
455.7;470.3;463.7;442.1;120.0;140.0;100.0;100.0;140.0;600.0
615.1;601.2;551.4;624.3;160.0;200.0;160.0;200.0;200.0;920.0
433.6;382.0;374.9;413.7;120.0;160.0;120.0;100.0;100.0;600.0
512.1;488.1;484.8;507.4;100.0;120.0;80.0;120.0;120.0;540.0
495.7;608.1;533.6;530.8;160.0;40.0;40.0;180.0;20.0;440.0
432.21463868657065;493.7;483.7;410.05361711800583;0.0;0.0;0.0;0.0;0.0;0.0
519.2;543.5;518.0;525.7;120.0;120.0;120.0;140.0;120.0;620.0
542.3;449.2;503.2;474.6;60.0;120.0;60.0;80.0;0.0;320.0
415.3;527.1;432.9;435.5;120.0;200.0;80.0;120.0;200.0;720.0
474.6;424.1;431.9;411.6;100.0;100.0;80.0;100.0;80.0;460.0
494.5;508.5;568.8;379.4;120.0;120.0;120.0;120.0;120.0;600.0
459.6;484.6;455.4;357.5;100.0;120.0;100.0;100.0;20.0;440.0
421.0;414.7;352.2;410.1;0.0;0.0;0.0;0.0;0.0;0.0
471.2;551.8;586.6;453.8;120.0;120.0;120.0;120.0;140.0;620.0
434.2;394.9;534.5;447.6;100.0;200.0;120.0;140.0;180.0;740.0
385.5193136792059;530.5;462.8;553.0416794454396;140.0;180.0;120.0;160.0;160.0;760.0
519.8;484.7;421.9;567.7;120.0;180.0;120.0;140.0;80.0;640.0
385.6;482.8;471.7;468.6;100.0;120.0;120.0;120.0;100.0;560.0
487.9;567.2;498.2;744.8;120.0;200.0;120.0;120.0;120.0;680.0
464.3;417.1;474.1;431.5;160.0;200.0;200.0;200.0;180.0;940.0
423.9;345.7;410.9;437.0;100.0;120.0;100.0;120.0;100.0;540.0
597.1;605.8;558.7;691.2;120.0;120.0;120.0;140.0;160.0;660.0
480.0;415.0;369.6;606.0;100.0;100.0;80.0;80.0;0.0;360.0
404.39536572472423;373.7;363.6;464.6618306053746;80.0;120.0;120.0;140.0;100.0;560.0
453.4;543.2;524.9;539.0;120.0;120.0;100.0;120.0;140.0;600.0
580.2;589.3;588.6;425.3;140.0;200.0;140.0;160.0;120.0;760.0
456.8;452.8;529.5;524.0;120.0;120.0;80.0;100.0;40.0;460.0
352.8;412.2;339.6;431.7;100.0;120.0;120.0;120.0;80.0;540.0
627.9;688.7;599.9;790.6;120.0;120.0;120.0;140.0;100.0;600.0
530.9;593.6;567.3;662.4;160.0;200.0;200.0;200.0;200.0;960.0
714.1;668.2;602.8;756.8;60.0;180.0;120.0;120.0;120.0;600.0
433.3;437.1;401.2;437.4;120.0;180.0;120.0;120.0;0.0;540.0
376.4;424.3;418.3;400.1;100.0;120.0;100.0;100.0;60.0;480.0
481.3;376.2;460.9;468.8;120.0;120.0;120.0;120.0;80.0;560.0
390.4;405.8;418.1;440.6;120.0;120.0;120.0;80.0;0.0;440.0
555.8;596.4;562.1;687.6;160.0;200.0;140.0;180.0;200.0;880.0
557.5;550.0;583.2;547.6;120.0;120.0;120.0;120.0;160.0;640.0
561.0;718.2;684.5;736.2;140.0;180.0;120.0;120.0;140.0;700.0
436.8;526.5;478.9;437.4;100.0;100.0;80.0;100.0;60.0;440.0
631.2;600.7;529.4;778.7;160.0;200.0;140.0;140.0;120.0;760.0
602.2;658.7;652.8;765.2;140.0;200.0;120.0;120.0;80.0;660.0
527.2;556.7;544.1;499.8;120.0;120.0;120.0;120.0;140.0;620.0
356.9;348.9;365.6;423.9;80.0;160.0;80.0;100.0;160.0;580.0
375.9858142213593;365.2;417.1;416.91564676498444;120.0;120.0;120.0;120.0;80.0;560.0
354.0;474.2;453.5;372.1;160.0;160.0;140.0;180.0;200.0;840.0
623.4;646.9;598.7;630.1;100.0;200.0;120.0;140.0;160.0;720.0
488.6;637.1;525.1;604.1;80.0;120.0;100.0;100.0;40.0;440.0
483.1;526.1;522.1;490.5;160.0;180.0;120.0;140.0;160.0;760.0
666.1;609.5;584.6;785.9;160.0;200.0;160.0;180.0;200.0;900.0
436.4;549.8;385.7;368.6;80.0;120.0;80.0;80.0;0.0;360.0
361.1;595.1;685.0;721.7;160.0;200.0;140.0;200.0;200.0;900.0
644.0;636.6;632.7;693.2;120.0;160.0;120.0;120.0;60.0;580.0
396.7;372.4;455.7;378.2;120.0;180.0;140.0;160.0;140.0;740.0
476.4;434.6;497.2;453.0;160.0;180.0;140.0;180.0;160.0;820.0
464.8;490.9;435.6;421.1;80.0;200.0;120.0;120.0;160.0;680.0
514.9;512.2;537.8;528.5;120.0;180.0;120.0;140.0;120.0;680.0
477.7;536.2;541.0;476.2;140.0;120.0;120.0;120.0;120.0;620.0
475.0;493.3;491.5;513.2;120.0;160.0;100.0;140.0;140.0;660.0
477.1;563.2;555.5;433.9;100.0;120.0;120.0;120.0;120.0;580.0
506.9;404.3;385.7;382.8;120.0;120.0;120.0;120.0;120.0;600.0
532.9;704.4;616.0;667.6;120.0;140.0;100.0;120.0;100.0;580.0
460.109415720599;492.1;431.5;433.58905461683605;80.0;120.0;100.0;80.0;0.0;380.0
399.2;423.4;430.3;461.4;100.0;120.0;120.0;120.0;100.0;560.0
450.3977794083353;0.0;330.1;609.0771237372752;0.0;0.0;0.0;0.0;0.0;0.0
583.1;678.7;588.1;681.1;120.0;160.0;120.0;120.0;120.0;640.0
455.6;505.6;500.5;582.0;140.0;120.0;140.0;140.0;160.0;700.0
417.7;372.7;394.7;478.1;100.0;120.0;100.0;80.0;80.0;480.0
490.2;413.9;401.1;413.3;120.0;120.0;80.0;120.0;100.0;540.0
557.1;649.9;590.9;760.1;120.0;120.0;120.0;120.0;140.0;620.0
440.5;569.9;550.8;433.5;120.0;120.0;120.0;120.0;120.0;600.0
586.0;586.4;487.3;485.8;120.0;120.0;120.0;120.0;120.0;600.0
454.9;453.5;487.4;545.0;120.0;160.0;120.0;180.0;140.0;720.0
460.9;439.5;357.5;370.2;120.0;180.0;80.0;140.0;60.0;580.0
349.8;447.4;413.9;400.9;120.0;120.0;100.0;120.0;120.0;580.0
409.5;558.1;531.9;548.2;120.0;120.0;120.0;120.0;120.0;600.0
635.7;687.5;588.4;710.8;100.0;40.0;40.0;120.0;40.0;340.0
437.4;411.0;464.3;396.2;100.0;120.0;80.0;100.0;100.0;500.0
489.6;438.6;513.7;546.1;120.0;120.0;100.0;120.0;120.0;580.0
397.1;484.7;436.1;444.1;120.0;160.0;60.0;80.0;0.0;420.0
402.1;477.6;483.3;540.4;140.0;180.0;140.0;160.0;140.0;760.0
411.1;370.3;398.7;474.2;120.0;120.0;120.0;120.0;0.0;480.0
453.74676033722784;404.3;512.7;489.23174944977774;120.0;140.0;100.0;160.0;120.0;640.0
556.6;514.7;455.1;516.5;120.0;180.0;120.0;120.0;140.0;680.0
531.2;641.2;583.3;628.7;140.0;200.0;160.0;180.0;200.0;880.0
533.9;617.0;603.9;522.0;160.0;180.0;140.0;180.0;160.0;820.0
397.7722149102625;467.3;421.4;470.9284216786707;120.0;120.0;100.0;120.0;120.0;580.0
386.2;539.7;408.1;468.0;120.0;120.0;120.0;160.0;140.0;660.0
469.6;545.5;580.3;626.3;100.0;160.0;120.0;120.0;160.0;660.0
520.6;653.6;587.6;657.9;140.0;180.0;140.0;180.0;180.0;820.0
406.5;474.0;387.0;399.2;80.0;120.0;80.0;120.0;120.0;520.0
403.8;527.2;430.9;431.5;120.0;160.0;120.0;120.0;100.0;620.0
370.7;498.5;447.0;431.6;80.0;120.0;120.0;120.0;80.0;520.0
514.9;571.1;505.7;539.1;120.0;120.0;120.0;120.0;100.0;580.0
389.7;488.1;521.4;428.4;80.0;120.0;80.0;120.0;80.0;480.0
469.3;428.5;470.0;597.1;120.0;140.0;100.0;120.0;100.0;580.0
410.2;557.6;492.8;534.4;140.0;140.0;120.0;120.0;140.0;660.0
598.1;449.3;430.6;647.1;160.0;180.0;180.0;180.0;200.0;900.0
513.4;437.8;591.1;651.8;120.0;120.0;120.0;120.0;120.0;600.0
543.9;612.2;555.7;665.6;200.0;200.0;160.0;180.0;200.0;940.0
