;FAIXA ETÁRIA;SEXO;COR/RAÇA;SITUAÇÃO DE CONCLUSÃO;TIPO DE ESCOLA;LOCALIZAÇÃO DA ESCOLA;mun;NO_MUNICIPIO_PROVA;IDIOMA;STATUS DA REDAÇÃO;RENDA;INTERNET;NOTA_CN;NOTA_MT;NOTA_CH;NOTA_LC;NOTA_COMP1;NOTA_COMP2;NOTA_COMP3;NOTA_COMP4;NOTA_COMP5;NOTA_REDACAO;NOTAS;PRESENCA
3747;17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2608909;Limoeiro;Inglês;Sem problemas;1.5;Sim;510.0;584.3;555.0;529.5;100.0;120.0;100.0;120.0;100.0;540.0;543.76;4
3748;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2610707;Paulista;Inglês;Sem problemas;0.5;Não;354.4;385.1;411.6;392.9;120.0;120.0;120.0;120.0;80.0;560.0;420.8;4
3749;17 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2608503;Lagoa de Itaenga;Inglês;Sem problemas;1.5;Sim;377.0;679.9;492.8;467.2;120.0;200.0;120.0;120.0;140.0;700.0;543.38;4
3750;23 anos;F;Preta;Já concluí o EM;Não respondeu;Não Consta;2609501;Nazaré da Mata;Espanhol;Sem problemas;0.5;Não;443.8;359.4;461.8;465.3;140.0;160.0;120.0;120.0;140.0;680.0;482.06000000000006;4
3751;19 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2607901;Jaboatão dos Guararapes;Inglês;Em Branco;0.5;Sim;430.9;486.4;492.9;375.3;0.0;0.0;0.0;0.0;0.0;0.0;357.1;4
3752;Entre 31 e 35 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2600500;Águas Belas;Espanhol;Sem problemas;0.5;Não;435.6;449.5;349.0;380.9;100.0;120.0;80.0;80.0;60.0;440.0;411.0;4
3753;17 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2611606;Recife;Espanhol;Sem problemas;1.5;Não;419.8168463001241;535.2096085682481;415.1;531.3;120.0;160.0;120.0;120.0;120.0;640.0;317.28000000000003;2
3754;18 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2611606;Recife;Inglês;Sem problemas;1.5;Sim;531.1;613.2;575.6;532.2;140.0;120.0;120.0;160.0;80.0;620.0;574.4200000000001;4
3755;19 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;0.0;Sim;549.4;601.8;615.0;567.3;140.0;200.0;160.0;200.0;160.0;860.0;638.7;4
3756;17 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Privada;Urbana;2611606;Recife;Inglês;Sem problemas;5.0;Sim;455.3;619.5;417.5;384.7;120.0;120.0;120.0;120.0;80.0;560.0;487.4;4
3757;19 anos;M;Amarela;Já concluí o EM;Não respondeu;Não Consta;2612604;Santa Maria da Boa Vista;Inglês;Fuga ao tema;0.5;Não;421.4622966198249;458.4725534649448;387.2;436.9;0.0;0.0;0.0;0.0;0.0;0.0;164.82;2
3758;25 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2601607;Belém do São Francisco;Espanhol;Sem problemas;0.5;Não;546.7;388.9;607.2;593.6;120.0;140.0;120.0;120.0;120.0;620.0;551.28;4
3759;23 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2605301;Exu;Espanhol;Sem problemas;0.5;Não;393.1;421.5;511.5;422.9;100.0;120.0;80.0;100.0;160.0;560.0;461.8;4
3760;19 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2603454;Camaragibe;Espanhol;Sem problemas;0.5;Sim;442.0240923460684;508.22588643962297;507.4;504.6;140.0;100.0;100.0;120.0;100.0;560.0;314.4;2
3761;18 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2605202;Escada;Espanhol;Em Branco;0.0;Sim;437.7;442.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;176.0;4
3762;20 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2604007;Carpina;Inglês;Sem problemas;1.0;Sim;527.6;489.8;547.9;589.5;160.0;200.0;160.0;200.0;200.0;920.0;614.96;4
3763;23 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2611101;Petrolina;Espanhol;Sem problemas;3.0;Sim;491.4;716.8;577.6;553.5;140.0;120.0;140.0;140.0;160.0;700.0;607.86;4
3764;18 anos;F;Preta;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;1.0;Sim;498.8;473.8;531.2;515.8;160.0;180.0;180.0;160.0;200.0;880.0;579.92;4
3765;18 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2616308;Vicência;Inglês;Cópia Texto Motivador;0.5;Sim;351.8;406.8;388.9;389.7;0.0;0.0;0.0;0.0;0.0;0.0;307.44;4
3766;17 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2604106;Caruaru;Espanhol;Sem problemas;0.0;Sim;473.9;511.0;630.0;572.6;100.0;120.0;120.0;140.0;140.0;620.0;561.5;4
3767;17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2612208;Salgueiro;Inglês;Sem problemas;0.5;Sim;537.3;491.6;608.0;500.5;100.0;200.0;160.0;140.0;160.0;760.0;579.48;4
3768;20 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2609402;Moreno;Espanhol;Sem problemas;2.0;Sim;449.4;580.6;579.6;568.0;180.0;140.0;160.0;200.0;160.0;840.0;603.52;4
3769;Entre 31 e 35 anos;M;Preta;Já concluí o EM;Não respondeu;Não Consta;2603454;Camaragibe;Espanhol;Sem problemas;2.0;Sim;506.1;729.1;674.1;512.0;140.0;200.0;160.0;180.0;140.0;820.0;648.26;4
3770;22 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;1.5;Sim;450.4;576.5;522.0;459.5;120.0;120.0;120.0;120.0;140.0;620.0;525.6800000000001;4
3771;20 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;1.0;Sim;453.6;482.9;417.9;352.5;100.0;120.0;100.0;120.0;160.0;600.0;461.38;4
3772;19 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2601102;Araripina;Inglês;Sem problemas;1.0;Sim;462.8;567.4;598.1;539.2;160.0;200.0;140.0;160.0;200.0;860.0;605.5;4
3773;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2611903;Rio Formoso;Inglês;Sem problemas;0.5;Sim;522.0;468.9;454.2;489.0;120.0;120.0;120.0;120.0;140.0;620.0;510.82;4
3774;Entre 31 e 35 anos;M;Preta;Já concluí o EM;Não respondeu;Não Consta;2609600;Olinda;Espanhol;Sem problemas;0.5;Sim;451.9;395.8;396.2;383.1;80.0;120.0;100.0;120.0;140.0;560.0;437.4;4
3775;Entre 26 e 30 anos;F;Preta;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;0.5;Sim;591.0;590.9;642.4;559.6;160.0;120.0;140.0;160.0;140.0;720.0;620.78;4
3776;20 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2606408;Gravatá;Inglês;Sem problemas;0.5;Sim;572.7;453.1;563.5;531.2;140.0;120.0;120.0;100.0;80.0;560.0;536.1;4
3777;18 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2614600;Tabira;Espanhol;Sem problemas;1.0;Sim;498.7;415.8;455.6;425.7;100.0;120.0;80.0;120.0;80.0;500.0;459.16;4
3778;Entre 26 e 30 anos;F;Preta;Já concluí o EM;Não respondeu;Não Consta;2611101;Petrolina;Espanhol;Sem problemas;1.5;Sim;512.4;452.7;665.7;557.0;120.0;180.0;120.0;120.0;120.0;660.0;569.5600000000001;4
3779;20 anos;F;Amarela;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;0.5;Não;470.0;546.6;554.0;475.9;120.0;120.0;120.0;120.0;0.0;480.0;505.3;4
3780;19 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2604106;Caruaru;Espanhol;Sem problemas;0.5;Sim;488.6801298667241;433.7617845492366;485.7;447.1;60.0;120.0;80.0;120.0;100.0;480.0;282.56;2
3781;19 anos;F;Não declarado;Já concluí o EM;Não respondeu;Não Consta;2610707;Paulista;Inglês;Sem problemas;3.0;Sim;429.0;399.9;421.0;411.7;120.0;120.0;120.0;100.0;80.0;540.0;440.32;4
3782;Entre 26 e 30 anos;F;Amarela;Já concluí o EM;Não respondeu;Não Consta;2604106;Caruaru;Espanhol;Sem problemas;9.0;Sim;610.9;697.9;653.5;652.2;120.0;180.0;120.0;120.0;120.0;660.0;654.9;4
3783;Entre 31 e 35 anos;F;Preta;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;2.5;Sim;371.6;460.4;406.2;489.3;80.0;120.0;100.0;80.0;100.0;480.0;441.5;4
3784;20 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2610509;Passira;Espanhol;Sem problemas;0.0;Sim;453.3;400.6;556.0;522.7;60.0;120.0;80.0;80.0;120.0;460.0;478.52;4
3785;17 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2607901;Jaboatão dos Guararapes;Inglês;Sem problemas;0.5;Sim;454.9;458.3;426.8;508.1;80.0;120.0;120.0;120.0;80.0;520.0;473.62000000000006;4
3786;Entre 31 e 35 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2614105;Sertânia;Espanhol;Sem problemas;0.0;Não;360.8;401.8;472.2;338.1;80.0;120.0;80.0;100.0;140.0;520.0;418.58000000000004;4
3787;17 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2601201;Arcoverde;Inglês;Sem problemas;0.5;Sim;476.81510716431904;413.2054051149341;425.3;391.6;120.0;120.0;80.0;120.0;100.0;540.0;271.38;2
3788;20 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2600054;Abreu e Lima;Inglês;Sem problemas;1.0;Sim;502.52509073426654;449.7164993743378;611.3;548.6;160.0;120.0;120.0;100.0;100.0;600.0;351.98;2
3789;21 anos;M;Preta;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;1.5;Sim;561.7;755.5;663.1;684.9;120.0;120.0;140.0;140.0;160.0;680.0;669.0400000000001;4
3790;17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2605103;Custódia;Inglês;Sem problemas;3.0;Sim;535.3;656.4;484.6;507.6;140.0;200.0;160.0;200.0;160.0;860.0;608.78;4
3791;20 anos;F;Preta;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;0.0;Sim;394.8;355.9;526.2;364.2;80.0;80.0;80.0;100.0;80.0;420.0;412.21999999999997;4
3792;Menor de 17 anos;F;Não declarado;Estou cursando e concluirei o EM em 2021;Público;Urbana;2614105;Sertânia;Inglês;Sem problemas;0.5;Sim;379.0;472.9;398.4;449.8;120.0;140.0;80.0;100.0;120.0;560.0;452.02;4
3793;21 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2609006;Macaparana;Inglês;Sem problemas;0.5;Sim;413.9;387.8;459.7;342.5;80.0;120.0;80.0;120.0;80.0;480.0;416.78000000000003;4
3794;18 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2611606;Recife;Inglês;Sem problemas;1.0;Sim;468.8;509.3;596.3;549.7;140.0;120.0;100.0;120.0;160.0;640.0;552.8199999999999;4
3795;18 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2612208;Salgueiro;Espanhol;Sem problemas;0.5;Sim;469.0;495.1;430.2;452.9;160.0;120.0;140.0;140.0;160.0;720.0;513.4399999999999;4
3796;Entre 36 e 40 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;0.5;Sim;397.5;398.1;468.1;393.4;80.0;120.0;80.0;80.0;100.0;460.0;423.41999999999996;4
3797;Entre 41 e 45 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;0.5;Sim;571.1;420.3;659.2;550.8;120.0;120.0;100.0;100.0;0.0;440.0;528.28;4
3798;22 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;0.5;Sim;397.5;420.9;531.2;462.3;100.0;120.0;100.0;120.0;120.0;560.0;474.38;4
3799;22 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2602902;Cabo de Santo Agostinho;Espanhol;Sem problemas;2.5;Sim;395.9;488.6;551.7;421.7;120.0;200.0;120.0;120.0;40.0;600.0;491.58000000000004;4
3800;Menor de 17 anos;F;Indígena;Estou cursando e concluirei o EM em 2021;Público;Urbana;2610707;Paulista;Espanhol;Sem problemas;1.0;Sim;417.4;573.6;432.2;445.1;80.0;100.0;80.0;100.0;0.0;360.0;445.66;4
3801;20 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2614501;Surubim;Espanhol;Sem problemas;1.0;Sim;455.8;556.6;394.9;428.0;100.0;120.0;120.0;120.0;160.0;620.0;491.06000000000006;4
3802;24 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;2602100;Bom Conselho;Espanhol;Sem problemas;0.5;Sim;481.7;683.6;526.7;514.3;100.0;120.0;120.0;120.0;140.0;600.0;561.26;4
3803;19 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;2610707;Paulista;Inglês;Sem problemas;1.5;Sim;529.7;648.8;634.3;568.6;120.0;200.0;140.0;120.0;140.0;720.0;620.28;4
3804;18 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2601201;Arcoverde;Inglês;Sem problemas;1.5;Sim;542.6;667.9;669.7;539.8;120.0;120.0;120.0;120.0;140.0;620.0;608.0;4
3805;17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2608909;Limoeiro;Espanhol;Sem problemas;0.5;Não;484.3;384.6;429.9;489.5;120.0;120.0;100.0;120.0;140.0;600.0;477.66;4
3806;17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2610707;Paulista;Inglês;Cópia Texto Motivador;1.5;Sim;405.7;482.1;440.9;358.7;0.0;0.0;0.0;0.0;0.0;0.0;337.48;4
3807;19 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;2604106;Caruaru;Espanhol;Sem problemas;0.0;Não;516.8;553.5;579.8;550.7;120.0;180.0;140.0;160.0;180.0;780.0;596.1600000000001;4
3808;Entre 26 e 30 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2605004;Cupira;Espanhol;Sem problemas;0.5;Sim;378.2;461.3;412.3;447.1;120.0;120.0;120.0;120.0;100.0;580.0;455.78000000000003;4
3809;Entre 36 e 40 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2603454;Camaragibe;Espanhol;Sem problemas;0.0;Não;416.1;394.3;431.8;463.3;120.0;120.0;100.0;100.0;120.0;560.0;453.1;4
3810;22 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;1.5;Sim;504.3;553.2;692.5;612.6;160.0;200.0;140.0;180.0;200.0;880.0;648.5200000000001;4
3811;20 anos;F;Preta;Estou cursando e concluirei o EM em 2021;Público;Urbana;2607901;Jaboatão dos Guararapes;Espanhol;Sem problemas;0.0;Não;441.3;434.1;392.0;453.3;120.0;200.0;140.0;160.0;120.0;740.0;492.14;4
3812;24 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;2.0;Sim;512.1;451.9;593.1;519.2;160.0;180.0;160.0;160.0;140.0;800.0;575.26;4
3813;17 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2608800;Lajedo;Inglês;Sem problemas;1.0;Sim;616.4;611.8;635.3;546.6;120.0;140.0;120.0;120.0;200.0;700.0;622.0199999999999;4
3814;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2606002;Garanhuns;Espanhol;Sem problemas;0.0;Não;433.6;561.4;369.7;482.2;160.0;200.0;160.0;200.0;160.0;880.0;545.38;4
3815;18 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2611606;Recife;Espanhol;Sem problemas;0.5;Sim;432.5;480.3;562.3;505.3;140.0;120.0;120.0;120.0;80.0;580.0;512.08;4
3816;20 anos;M;Amarela;Já concluí o EM;Não respondeu;Não Consta;2616407;Vitória de Santo Antão;Espanhol;Sem problemas;1.0;Sim;432.3;380.4;361.9;456.4;140.0;180.0;120.0;160.0;120.0;720.0;470.2;4
3817;25 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;2.5;Sim;541.2;543.1;551.5;503.5;120.0;120.0;120.0;140.0;40.0;540.0;535.86;4
3818;24 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;2603454;Camaragibe;Espanhol;Sem problemas;3.0;Sim;623.8;731.1;643.2;543.0;120.0;180.0;160.0;160.0;180.0;800.0;668.22;4
3819;17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2611606;Recife;Inglês;Sem problemas;0.5;Sim;396.7;461.6;454.7;462.3;100.0;120.0;100.0;120.0;100.0;540.0;463.06000000000006;4
3820;18 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2606200;Goiana;Espanhol;Sem problemas;1.5;Sim;651.4;673.7;664.8;585.5;160.0;200.0;180.0;180.0;200.0;920.0;699.08;4
3821;25 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2611101;Petrolina;Espanhol;Sem problemas;0.5;Sim;570.7;402.6;422.2;501.3;120.0;120.0;100.0;100.0;160.0;600.0;499.36;4
3822;17 anos;M;Preta;Estou cursando e concluirei o EM em 2021;Privada;Não Consta;2602902;Cabo de Santo Agostinho;Inglês;Sem problemas;1.5;Sim;452.2;412.1;467.6;422.9;120.0;120.0;140.0;120.0;100.0;600.0;470.96000000000004;4
3823;17 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2612208;Salgueiro;Inglês;Sem problemas;2.0;Sim;398.5;641.1;430.1;421.5;160.0;120.0;140.0;140.0;120.0;680.0;514.24;4
3824;21 anos;M;Não declarado;Já concluí o EM;Não respondeu;Não Consta;2604106;Caruaru;Inglês;Sem problemas;0.5;Sim;581.7;799.8;710.5;669.4;180.0;200.0;200.0;200.0;200.0;980.0;748.28;4
3825;17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2610400;Parnamirim;Espanhol;Sem problemas;0.0;Sim;411.0;399.1;413.0;378.2;120.0;120.0;100.0;100.0;100.0;540.0;428.26000000000005;4
3826;Entre 31 e 35 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;2600104;Afogados da Ingazeira;Inglês;Sem problemas;4.0;Sim;700.3;833.9;767.3;689.7;160.0;180.0;160.0;140.0;120.0;760.0;750.24;4
3827;Entre 26 e 30 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;0.5;Sim;485.4;517.6;576.7;455.6;120.0;120.0;120.0;140.0;140.0;640.0;535.0600000000001;4
3828;17 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Privada;Urbana;2603454;Camaragibe;Inglês;Sem problemas;4.0;Sim;634.0;695.5;664.8;576.5;160.0;200.0;140.0;140.0;140.0;780.0;670.1600000000001;4
3829;24 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2610707;Paulista;Inglês;Sem problemas;1.0;Sim;506.3;495.3;525.2;540.5;80.0;120.0;100.0;100.0;140.0;540.0;521.46;4
3830;23 anos;F;Preta;Já concluí o EM;Não respondeu;Não Consta;2616407;Vitória de Santo Antão;Espanhol;Sem problemas;0.5;Sim;506.8;421.7;499.0;450.9;80.0;140.0;100.0;120.0;100.0;540.0;483.68;4
3831;22 anos;F;Amarela;Já concluí o EM;Não respondeu;Não Consta;2604106;Caruaru;Espanhol;Sem problemas;1.5;Sim;462.9;634.9;572.3;609.9;120.0;180.0;120.0;140.0;140.0;700.0;596.0;4
3832;18 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2611606;Recife;Inglês;Sem problemas;1.5;Sim;604.2;688.6;620.0;577.4;100.0;180.0;100.0;160.0;120.0;660.0;630.04;4
3833;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2611101;Petrolina;Inglês;Sem problemas;0.5;Sim;469.0;614.4;521.9;406.1;120.0;160.0;100.0;140.0;80.0;600.0;522.28;4
3834;20 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2611101;Petrolina;Inglês;Em Branco;0.5;Sim;458.6660501226582;444.2143496666441;389.9;466.4;0.0;0.0;0.0;0.0;0.0;0.0;171.26;2
3835;Entre 26 e 30 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;5.0;Sim;695.4;674.1;672.8;599.9;160.0;180.0;120.0;120.0;100.0;680.0;664.4399999999999;4
3836;25 anos;F;Não declarado;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;7.0;Sim;629.7;691.7;631.7;645.1;160.0;200.0;180.0;180.0;200.0;920.0;703.64;4
3837;19 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2615300;Timbaúba;Espanhol;Sem problemas;0.5;Sim;442.2;482.6;454.3;496.9;160.0;180.0;160.0;180.0;180.0;860.0;547.2;4
3838;19 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2612505;Santa Cruz do Capibaribe;Espanhol;Em Branco;0.0;Sim;438.6;389.3;385.4;361.5;0.0;0.0;0.0;0.0;0.0;0.0;314.96;4
3839;17 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2604205;Catende;Inglês;Sem problemas;0.5;Sim;360.0;417.4;505.3;486.3;100.0;120.0;100.0;120.0;60.0;500.0;453.8;4
3840;18 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;2604106;Caruaru;Espanhol;Sem problemas;6.0;Sim;593.0;789.0;676.4;587.0;160.0;180.0;160.0;160.0;200.0;860.0;701.08;4
3841;17 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2603900;Carnaíba;Espanhol;Sem problemas;0.5;Sim;578.7;753.1;653.4;546.9;140.0;160.0;160.0;160.0;200.0;820.0;670.42;4
3842;21 anos;M;Preta;Já concluí o EM;Não respondeu;Não Consta;2611101;Petrolina;Espanhol;Sem problemas;4.0;Sim;534.9;600.1;626.7;411.3;160.0;200.0;160.0;200.0;200.0;920.0;618.6;4
3843;17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2603454;Camaragibe;Inglês;Sem problemas;1.5;Sim;572.9;579.1;559.8;515.6;100.0;120.0;120.0;80.0;20.0;440.0;533.48;4
3844;24 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2613602;São José do Egito;Espanhol;Sem problemas;0.5;Sim;551.8300268356415;558.8507757889272;565.9;535.2;140.0;120.0;100.0;100.0;100.0;560.0;332.21999999999997;2
3845;20 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2609501;Nazaré da Mata;Espanhol;Sem problemas;1.0;Sim;491.0;590.7;349.1;479.9;140.0;200.0;160.0;160.0;160.0;820.0;546.14;4
3846;19 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2604106;Caruaru;Inglês;Sem problemas;1.0;Sim;535.2;426.9;618.4;521.2;120.0;160.0;120.0;120.0;180.0;700.0;560.3399999999999;4
3847;18 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;2606408;Gravatá;Inglês;Sem problemas;1.0;Sim;638.2;649.2;623.7;607.9;120.0;180.0;140.0;120.0;200.0;760.0;655.8;4
3848;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2606804;Igarassu;Inglês;Sem problemas;0.5;Sim;440.9;521.8;431.4;539.5;100.0;120.0;100.0;80.0;0.0;400.0;466.71999999999997;4
3849;17 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2604106;Caruaru;Espanhol;Sem problemas;1.0;Sim;472.4;605.1;413.0;467.0;120.0;180.0;160.0;160.0;140.0;760.0;543.5;4
3850;19 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2607901;Jaboatão dos Guararapes;Espanhol;Sem problemas;0.5;Sim;620.0;588.5;609.1;614.4;100.0;200.0;160.0;140.0;160.0;760.0;638.4;4
3851;17 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Privada;Urbana;2603454;Camaragibe;Espanhol;Sem problemas;7.0;Sim;419.0;499.2;402.8;406.7;80.0;120.0;100.0;80.0;80.0;460.0;437.53999999999996;4
3852;21 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2601201;Arcoverde;Espanhol;Sem problemas;1.0;Sim;543.0;551.3;562.3;569.7;160.0;120.0;140.0;160.0;180.0;760.0;597.26;4
3853;Entre 31 e 35 anos;M;Preta;Já concluí o EM;Não respondeu;Não Consta;2609600;Olinda;Espanhol;Sem problemas;1.0;Sim;556.6;609.6;594.6;592.3;120.0;120.0;120.0;120.0;100.0;580.0;586.62;4
3854;22 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2605707;Floresta;Inglês;Sem problemas;0.5;Sim;414.1;576.4;515.3;372.2;100.0;120.0;120.0;140.0;160.0;640.0;503.6;4
3855;18 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2607901;Jaboatão dos Guararapes;Inglês;Sem problemas;0.0;Sim;513.7;500.1;528.2;490.0;100.0;200.0;140.0;140.0;120.0;700.0;546.4;4
3856;Entre 36 e 40 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;7.0;Sim;591.7;504.0;611.5;642.3;100.0;120.0;120.0;120.0;100.0;560.0;581.9;4
3857;Entre 31 e 35 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;0.5;Sim;579.4;455.3;719.0;640.8;160.0;200.0;120.0;120.0;120.0;720.0;622.9;4
3858;17 anos;M;Não declarado;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2611101;Petrolina;Inglês;Sem problemas;1.0;Sim;562.2;732.9;580.3;600.9;140.0;200.0;120.0;160.0;200.0;820.0;659.26;4
3859;23 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611002;Petrolândia;Inglês;Sem problemas;0.5;Não;443.4;403.1;510.0;493.1;120.0;120.0;100.0;120.0;120.0;580.0;485.91999999999996;4
3860;18 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2601201;Arcoverde;Espanhol;Sem problemas;0.5;Sim;576.9;621.6;419.5;558.8;80.0;120.0;120.0;140.0;200.0;660.0;567.36;4
