NU_INSCRICAO;FAIXA ETÁRIA;SEXO;COR/RAÇA;SITUAÇÃO DE CONCLUSÃO;TIPO DE ESCOLA;LOCALIZAÇÃO DA ESCOLA;NO_MUNICIPIO_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NOTA_CN;NOTA_CH;NOTA_LC;NOTA_MT;IDIOMA;STATUS DA REDAÇÃO;NOTA_COMP1;NOTA_COMP2;NOTA_COMP3;NOTA_COMP4;NOTA_COMP5;NOTA_REDACAO;RENDA;INTERNET;PRESENCA;NOTAS
210054449308;Entre 46 e 50 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;Caruaru;1;1;1;1;405.0;438.4;370.4;557.7;Inglês;Sem problemas;120.0;120.0;120.0;120.0;140.0;620.0;Até R$ 998,00;Sim;4;2391.5
210052468269;21 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;Jaboatão dos Guararapes;1;1;1;1;627.9;648.5;575.1;735.9;Espanhol;Sem problemas;160.0;200.0;200.0;200.0;200.0;960.0;Até R$ 998,00;Sim;4;3547.4
210051518035;18 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Privada;Urbana;Goiana;1;1;1;1;363.5;413.2;504.7;565.2;Inglês;Sem problemas;100.0;200.0;100.0;120.0;120.0;640.0;De R$ 4.990,01 até R$ 5.988,00;Sim;4;2486.6000000000004
210051166956;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;Macaparana;1;1;1;1;498.4;585.7;545.3;539.0;Inglês;Sem problemas;160.0;180.0;160.0;200.0;200.0;900.0;De R$ 2.994,01 até R$ 3.992,00;Sim;4;3068.3999999999996
210052043228;18 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;Recife;1;1;1;1;446.9;494.7;522.6;446.0;Inglês;Sem problemas;120.0;160.0;120.0;160.0;140.0;700.0;Até R$ 998,00;Sim;4;2610.2
210051721360;20 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;Cabrobó;1;1;1;1;360.0;460.9;392.6;435.0;Inglês;Sem problemas;100.0;120.0;120.0;120.0;80.0;540.0;Nenhuma renda;Sim;4;2188.5
210051538733;20 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;Serra Talhada;1;1;1;1;426.5;527.7;501.8;401.7;Espanhol;Sem problemas;140.0;200.0;160.0;180.0;160.0;840.0;Até R$ 998,00;Sim;4;2697.7
210051279732;19 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;Floresta;1;1;1;1;411.6;452.3;412.2;459.4;Espanhol;Sem problemas;160.0;160.0;120.0;160.0;140.0;740.0;Nenhuma renda;Não;4;2475.5
210051043217;20 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;Caruaru;1;1;1;1;482.3;449.7;569.2;418.1;Inglês;Sem problemas;140.0;120.0;120.0;120.0;120.0;620.0;De R$ 998,01 até R$ 1.497,00;Sim;4;2539.3
210052898844;20 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;São Caitano;1;1;1;1;403.8;489.7;444.4;438.2;Espanhol;Sem problemas;120.0;120.0;120.0;120.0;160.0;640.0;Até R$ 998,00;Sim;4;2416.1000000000004
210053850160;18 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;Carpina;1;1;1;1;554.9;520.4;463.3;574.6;Inglês;Sem problemas;120.0;200.0;100.0;140.0;160.0;720.0;De R$ 2.495,01 até R$ 2.994,00;Sim;4;2833.2
210054258177;21 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;Lajedo;1;1;1;1;474.9;417.9;492.0;489.3;Inglês;Sem problemas;120.0;120.0;100.0;120.0;140.0;600.0;Até R$ 998,00;Sim;4;2474.1
210052729029;18 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;Limoeiro;1;1;1;1;458.3;504.3;404.9;532.3;Espanhol;Sem problemas;60.0;120.0;60.0;80.0;60.0;380.0;De R$ 998,01 até R$ 1.497,00;Sim;4;2279.8
210052052544;Entre 26 e 30 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;Recife;1;1;1;1;432.8;388.1;395.2;435.9;Espanhol;Sem problemas;100.0;120.0;100.0;120.0;120.0;560.0;De R$ 998,01 até R$ 1.497,00;Sim;4;2212.0
210053848369;19 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;Petrolina;1;1;1;1;576.7;601.8;517.8;511.5;Espanhol;Sem problemas;120.0;140.0;120.0;120.0;160.0;660.0;De R$ 2.994,01 até R$ 3.992,00;Sim;4;2867.8
210054102625;Entre 36 e 40 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;Goiana;1;1;1;1;535.2;553.4;522.3;561.8;Inglês;Sem problemas;120.0;100.0;120.0;120.0;0.0;460.0;De R$ 2.994,01 até R$ 3.992,00;Sim;4;2632.7
210051508785;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Privada;Não Consta;Olinda;1;1;1;1;450.9;455.4;393.6;594.0;Inglês;Sem problemas;120.0;160.0;160.0;200.0;140.0;780.0;De R$ 1.497,01 até R$ 1.996,00;Sim;4;2673.9
210051993046;18 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;Vitória de Santo Antão;1;1;1;1;495.4;436.3;515.3;379.7;Espanhol;Sem problemas;120.0;120.0;100.0;80.0;80.0;500.0;Até R$ 998,00;Sim;4;2326.7
210052170639;21 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;Lajedo;0;1;1;0;;397.7;446.8;;Espanhol;Sem problemas;80.0;120.0;80.0;80.0;140.0;500.0;Até R$ 998,00;Não;2;1344.5
210053583968;20 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;Recife;1;1;1;1;465.3;541.3;492.6;573.0;Espanhol;Sem problemas;120.0;160.0;120.0;140.0;120.0;660.0;Até R$ 998,00;Sim;4;2732.2
210052080630;19 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;Floresta;1;1;1;1;419.2;380.5;410.0;459.5;Espanhol;Sem problemas;120.0;120.0;120.0;120.0;120.0;600.0;De R$ 1.497,01 até R$ 1.996,00;Sim;4;2269.2
210054004152;18 anos;F;Indígena;Já concluí o EM;Não respondeu;Não Consta;Vitória de Santo Antão;1;1;1;1;591.3;675.9;600.6;716.6;Inglês;Sem problemas;160.0;200.0;180.0;200.0;180.0;920.0;De R$ 1.996,01 até R$ 2.495,00;Sim;4;3504.3999999999996
210053385759;Entre 26 e 30 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;Gravatá;1;1;1;1;455.0;548.3;434.2;394.4;Inglês;Sem problemas;60.0;120.0;100.0;120.0;100.0;500.0;Até R$ 998,00;Sim;4;2331.9
210053276517;Entre 31 e 35 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;Recife;1;1;1;1;452.1;483.2;516.0;517.4;Espanhol;Sem problemas;100.0;160.0;140.0;140.0;140.0;680.0;Até R$ 998,00;Sim;4;2648.7
210053121519;Entre 46 e 50 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;Camaragibe;1;1;1;1;474.5;399.3;381.5;395.3;Espanhol;Sem problemas;80.0;120.0;120.0;120.0;100.0;540.0;De R$ 998,01 até R$ 1.497,00;Sim;4;2190.6
210052517302;20 anos;F;Preta;Já concluí o EM;Não respondeu;Não Consta;Recife;0;1;1;0;;641.7;596.1;;Espanhol;Sem problemas;160.0;200.0;160.0;160.0;180.0;860.0;Até R$ 998,00;Sim;2;2097.8
210054285771;19 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;Caruaru;1;1;1;1;441.0;545.7;492.7;602.2;Inglês;Sem problemas;120.0;200.0;120.0;120.0;160.0;720.0;Nenhuma renda;Sim;4;2801.6000000000004
210053860812;18 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;Goiana;1;1;1;1;549.7;476.7;483.5;510.9;Inglês;Sem problemas;100.0;140.0;120.0;120.0;120.0;600.0;De R$ 998,01 até R$ 1.497,00;Sim;4;2620.8
210051059618;17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Privada;Urbana;Caruaru;1;1;1;1;377.4;443.1;439.7;399.8;Espanhol;Sem problemas;100.0;120.0;100.0;120.0;80.0;520.0;De R$ 4.990,01 até R$ 5.988,00;Sim;4;2180.0
210052448384;Entre 26 e 30 anos;M;Preta;Já concluí o EM;Não respondeu;Não Consta;Recife;1;1;1;1;502.5;580.7;565.6;649.8;Espanhol;Sem problemas;100.0;120.0;120.0;120.0;40.0;500.0;De R$ 1.497,01 até R$ 1.996,00;Sim;4;2798.6000000000004
210053876251;17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;Olinda;1;1;1;1;402.7;438.2;397.4;406.6;Inglês;Sem problemas;120.0;120.0;80.0;80.0;120.0;520.0;Até R$ 998,00;Sim;4;2164.9
210052764503;Entre 31 e 35 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;Limoeiro;1;1;1;1;395.9;478.4;448.0;429.5;Espanhol;Sem problemas;120.0;120.0;100.0;80.0;140.0;560.0;Nenhuma renda;Não;4;2311.8
210053422587;22 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;Altinho;0;1;1;0;;427.9;377.7;;Espanhol;Sem problemas;80.0;120.0;80.0;80.0;100.0;460.0;Até R$ 998,00;Sim;2;1265.6
210053586901;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;Carpina;1;1;1;1;368.1;417.2;400.2;386.9;Espanhol;Sem problemas;120.0;120.0;80.0;100.0;0.0;420.0;Até R$ 998,00;Sim;4;1992.4
210051712663;18 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;Goiana;1;1;1;1;441.4;380.7;325.8;532.1;Inglês;Sem problemas;80.0;120.0;100.0;100.0;100.0;500.0;De R$ 1.497,01 até R$ 1.996,00;Sim;4;2180.0
210052543938;18 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;Recife;1;1;1;1;461.4;519.1;511.8;521.6;Espanhol;Sem problemas;140.0;120.0;120.0;120.0;140.0;640.0;Até R$ 998,00;Sim;4;2653.9
210052324263;Entre 41 e 45 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;Tabira;1;1;1;1;393.7;405.9;358.9;519.3;Inglês;Sem problemas;80.0;40.0;40.0;80.0;40.0;280.0;De R$ 998,01 até R$ 1.497,00;Sim;4;1957.8
210053819668;25 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;São Bento do Una;1;1;1;1;581.8;579.9;521.0;536.9;Espanhol;Sem problemas;80.0;120.0;100.0;120.0;100.0;520.0;Nenhuma renda;Não;4;2739.6
210054015772;19 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;São Lourenço da Mata;1;1;1;1;567.6;413.1;484.1;414.1;Espanhol;Sem problemas;100.0;120.0;100.0;80.0;80.0;480.0;Até R$ 998,00;Sim;4;2358.9
210052162974;19 anos;F;Amarela;Já concluí o EM;Não respondeu;Não Consta;Agrestina;1;1;1;1;568.6;620.9;585.1;672.0;Inglês;Sem problemas;120.0;140.0;120.0;160.0;100.0;640.0;Até R$ 998,00;Sim;4;3086.6
210051220721;19 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;Recife;1;1;1;1;418.3;541.3;370.3;537.5;Espanhol;Sem problemas;100.0;120.0;80.0;100.0;120.0;520.0;Até R$ 998,00;Sim;4;2387.3999999999996
210052958067;19 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;Recife;1;1;1;1;351.7;493.9;502.1;434.0;Inglês;Sem problemas;120.0;140.0;120.0;120.0;140.0;640.0;De R$ 998,01 até R$ 1.497,00;Sim;4;2421.7
210053799024;17 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Privada;Urbana;Olinda;1;1;1;1;668.4;673.4;668.6;711.7;Inglês;Sem problemas;160.0;200.0;160.0;160.0;200.0;880.0;De R$ 14.970,01 até R$ 19.960,00;Sim;4;3602.1000000000004
210053884585;18 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Não Consta;Caruaru;1;1;1;1;457.6;439.9;496.3;515.5;Espanhol;Sem problemas;120.0;120.0;120.0;100.0;140.0;600.0;Até R$ 998,00;Sim;4;2509.3
210054285597;19 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;Recife;1;1;1;1;516.7;571.6;543.0;593.8;Inglês;Sem problemas;160.0;180.0;160.0;160.0;180.0;840.0;De R$ 998,01 até R$ 1.497,00;Sim;4;3065.1000000000004
210051413877;Entre 26 e 30 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;Paulista;1;1;1;1;599.8;752.5;612.5;699.9;Inglês;Sem problemas;140.0;120.0;120.0;120.0;80.0;580.0;De R$ 998,01 até R$ 1.497,00;Sim;4;3244.7
210052083514;17 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;Recife;1;1;1;1;384.4;349.0;496.9;470.8;Inglês;Sem problemas;140.0;120.0;120.0;120.0;100.0;600.0;De R$ 998,01 até R$ 1.497,00;Sim;4;2301.1
210052665710;19 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;Petrolina;1;1;1;1;346.8;411.0;471.3;554.6;Inglês;Sem problemas;140.0;120.0;120.0;180.0;140.0;700.0;Até R$ 998,00;Sim;4;2483.7
210051028162;17 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Privada;Urbana;Recife;1;1;1;1;480.7;584.3;549.2;631.7;Espanhol;Sem problemas;140.0;120.0;140.0;160.0;160.0;720.0;De R$ 1.996,01 até R$ 2.495,00;Sim;4;2965.9
210051905095;Entre 26 e 30 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;Recife;1;1;1;1;513.5;555.3;564.6;458.9;Inglês;Sem problemas;120.0;160.0;120.0;120.0;140.0;660.0;De R$ 998,01 até R$ 1.497,00;Sim;4;2752.3
210052125755;19 anos;F;Preta;Estou cursando e concluirei o EM em 2021;Público;Não Consta;Recife;1;1;1;1;437.0;513.6;472.4;580.6;Inglês;Sem problemas;100.0;120.0;120.0;120.0;80.0;540.0;Até R$ 998,00;Sim;4;2543.6
210053145516;17 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Privada;Urbana;Recife;1;1;1;1;539.6;544.9;462.7;690.4;Inglês;Sem problemas;160.0;200.0;160.0;200.0;160.0;880.0;De R$ 4.990,01 até R$ 5.988,00;Sim;4;3117.6
210051889207;18 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;Vitória de Santo Antão;1;1;1;1;499.8;592.6;607.7;608.6;Inglês;Sem problemas;160.0;200.0;160.0;200.0;200.0;920.0;De R$ 998,01 até R$ 1.497,00;Sim;4;3228.7000000000003
210053038026;20 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;Petrolina;1;1;1;1;406.5;512.2;494.8;587.4;Espanhol;Sem problemas;160.0;200.0;180.0;200.0;180.0;920.0;De R$ 998,01 até R$ 1.497,00;Sim;4;2920.9
210053085580;19 anos;M;Preta;Já concluí o EM;Não respondeu;Não Consta;Camocim de São Félix;1;1;1;1;486.4;481.8;395.3;406.7;Inglês;Sem problemas;100.0;160.0;120.0;140.0;200.0;720.0;Até R$ 998,00;Sim;4;2490.2
210053312235;Entre 26 e 30 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;Recife;1;1;1;1;637.0;678.8;650.9;829.9;Inglês;Sem problemas;160.0;180.0;140.0;140.0;160.0;780.0;De R$ 6.986,01 até R$ 7.984,00;Sim;4;3576.6
210053829342;21 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;Tabira;1;1;1;1;569.1;587.0;575.5;780.4;Inglês;Sem problemas;160.0;200.0;160.0;200.0;200.0;920.0;De R$ 5.988,01 até R$ 6.986,00;Sim;4;3432.0
210053789275;Entre 26 e 30 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;Bom Jardim;1;1;1;1;559.4;676.6;583.8;821.3;Espanhol;Sem problemas;120.0;120.0;100.0;120.0;180.0;640.0;De R$ 3.992,01 até R$ 4.990,00;Sim;4;3281.1
210054015681;18 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;Recife;0;1;1;0;;456.9;432.6;;Inglês;Fuga ao tema;0.0;0.0;0.0;0.0;0.0;0.0;Até R$ 998,00;Sim;2;889.5
210051929007;21 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;Limoeiro;1;1;1;1;357.0;465.7;316.8;414.4;Inglês;Sem problemas;120.0;120.0;80.0;120.0;60.0;500.0;Até R$ 998,00;Sim;4;2053.9
210052853146;20 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;Camaragibe;1;1;1;1;382.7;553.4;572.7;560.3;Espanhol;Sem problemas;100.0;40.0;100.0;120.0;120.0;480.0;Até R$ 998,00;Sim;4;2549.1
210054293420;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;Afogados da Ingazeira;1;1;1;1;514.1;542.7;545.1;569.4;Inglês;Sem problemas;120.0;120.0;120.0;120.0;120.0;600.0;Nenhuma renda;Sim;4;2771.3
210053841331;20 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;Recife;1;1;1;1;511.7;694.4;608.0;700.4;Espanhol;Sem problemas;160.0;200.0;200.0;180.0;180.0;920.0;De R$ 998,01 até R$ 1.497,00;Sim;4;3434.5
210053878006;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;Cupira;1;1;1;1;506.1;525.8;460.1;356.6;Inglês;Sem problemas;120.0;160.0;120.0;120.0;180.0;700.0;Nenhuma renda;Não;4;2548.6
210052942757;Entre 41 e 45 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;Jaboatão dos Guararapes;0;1;1;0;;390.4;370.6;;Espanhol;Sem problemas;60.0;100.0;40.0;80.0;20.0;300.0;Até R$ 998,00;Sim;2;1061.0
210051939076;19 anos;F;Preta;Já concluí o EM;Não respondeu;Não Consta;Petrolina;0;1;1;0;;504.4;573.1;;Inglês;Sem problemas;120.0;160.0;120.0;80.0;80.0;560.0;De R$ 998,01 até R$ 1.497,00;Sim;2;1637.5
210051307846;20 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;Timbaúba;1;1;1;1;428.4;348.1;375.7;440.3;Espanhol;Sem problemas;120.0;120.0;100.0;100.0;80.0;520.0;Até R$ 998,00;Sim;4;2112.5
210052184194;21 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;Petrolina;1;1;1;1;580.7;664.6;657.2;658.3;Espanhol;Sem problemas;160.0;200.0;160.0;180.0;180.0;880.0;De R$ 4.990,01 até R$ 5.988,00;Sim;4;3440.8
210052963984;17 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;Petrolina;1;1;1;1;580.7;592.0;533.1;553.7;Espanhol;Sem problemas;120.0;200.0;120.0;160.0;200.0;800.0;De R$ 1.497,01 até R$ 1.996,00;Sim;4;3059.5
210052663268;23 anos;F;Preta;Já concluí o EM;Não respondeu;Não Consta;Petrolina;2;1;1;2;;601.9;483.8;;Espanhol;Sem problemas;120.0;160.0;120.0;120.0;120.0;640.0;Nenhuma renda;Sim;6;1725.7
210052864406;17 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;Recife;1;1;1;1;432.8;392.0;442.6;484.5;Inglês;Em Branco;0.0;0.0;0.0;0.0;0.0;0.0;Até R$ 998,00;Sim;4;1751.9
210052024510;Entre 36 e 40 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;Recife;1;1;1;1;432.9;536.8;469.0;408.0;Inglês;Sem problemas;100.0;140.0;100.0;120.0;120.0;580.0;De R$ 998,01 até R$ 1.497,00;Sim;4;2426.7
210053862968;17 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;Caruaru;1;1;1;1;510.5;544.6;580.9;494.0;Espanhol;Sem problemas;100.0;180.0;120.0;120.0;80.0;600.0;De R$ 1.497,01 até R$ 1.996,00;Sim;4;2730.0
210051536715;23 anos;F;Preta;Já concluí o EM;Não respondeu;Não Consta;Limoeiro;1;1;1;1;364.8;381.5;405.9;554.3;Espanhol;Sem problemas;160.0;200.0;180.0;200.0;160.0;900.0;De R$ 2.495,01 até R$ 2.994,00;Sim;4;2606.5
210053877166;18 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;Escada;1;1;1;1;455.3;406.0;349.1;444.0;Espanhol;Sem problemas;80.0;120.0;80.0;120.0;120.0;520.0;De R$ 998,01 até R$ 1.497,00;Sim;4;2174.4
210051736203;25 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;Gravatá;1;1;1;1;468.3;385.0;385.3;423.2;Espanhol;Sem problemas;80.0;40.0;40.0;100.0;40.0;300.0;Até R$ 998,00;Sim;4;1961.8
210053849290;20 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;Macaparana;1;1;1;1;543.2;544.5;565.8;465.0;Inglês;Sem problemas;120.0;140.0;120.0;140.0;140.0;660.0;De R$ 998,01 até R$ 1.497,00;Sim;4;2778.5
210052835015;22 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;Olinda;1;1;1;1;450.9;544.5;518.9;602.4;Inglês;Sem problemas;140.0;200.0;140.0;120.0;160.0;760.0;De R$ 1.497,01 até R$ 1.996,00;Sim;4;2876.7
210051378009;18 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;Recife;1;1;1;1;499.8;508.6;547.5;474.4;Inglês;Sem problemas;160.0;200.0;140.0;180.0;160.0;840.0;De R$ 4.990,01 até R$ 5.988,00;Sim;4;2870.3
210052519292;18 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;Salgueiro;1;1;1;1;428.6;481.9;502.7;466.1;Espanhol;Sem problemas;120.0;120.0;100.0;120.0;140.0;600.0;Até R$ 998,00;Sim;4;2479.3
210051784193;Menor de 17 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Privada;Urbana;Recife;1;1;1;1;527.3;542.9;530.2;517.2;Inglês;Sem problemas;120.0;180.0;120.0;140.0;140.0;700.0;De R$ 3.992,01 até R$ 4.990,00;Sim;4;2817.6
210051541835;17 anos;F;Não declarado;Estou cursando e concluirei o EM em 2021;Privada;Urbana;Ipojuca;1;1;1;1;420.1;457.3;488.6;418.9;Espanhol;Sem problemas;120.0;120.0;120.0;140.0;140.0;640.0;De R$ 1.996,01 até R$ 2.495,00;Sim;4;2424.9
210051991246;17 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;Itambé;1;1;1;1;519.8;597.3;540.6;643.6;Inglês;Sem problemas;140.0;180.0;140.0;160.0;160.0;780.0;Até R$ 998,00;Sim;4;3081.2999999999997
210051028912;17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;Recife;1;1;1;1;467.3;519.5;545.6;457.9;Espanhol;Sem problemas;100.0;120.0;120.0;100.0;80.0;520.0;De R$ 1.497,01 até R$ 1.996,00;Sim;4;2510.3
210053399276;18 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;Belém do São Francisco;1;1;1;1;514.7;513.3;456.1;559.6;Inglês;Sem problemas;160.0;120.0;80.0;120.0;160.0;640.0;Até R$ 998,00;Sim;4;2683.7
210051209393;Entre 36 e 40 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;Gravatá;1;1;1;1;529.5;601.0;448.0;626.6;Espanhol;Sem problemas;120.0;200.0;120.0;160.0;180.0;780.0;Nenhuma renda;Sim;4;2985.1
210053196473;Entre 41 e 45 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;Cabo de Santo Agostinho;1;1;1;1;372.0;404.2;421.8;490.4;Espanhol;Sem problemas;60.0;120.0;80.0;100.0;0.0;360.0;Até R$ 998,00;Não;4;2048.4
210053377973;18 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;Araripina;1;1;1;1;552.1;357.1;544.8;592.3;Espanhol;Sem problemas;100.0;200.0;160.0;200.0;200.0;860.0;De R$ 1.996,01 até R$ 2.495,00;Sim;4;2906.3
210054249573;23 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;Nazaré da Mata;1;1;1;1;537.2;643.3;574.5;470.1;Espanhol;Sem problemas;120.0;120.0;120.0;120.0;80.0;560.0;De R$ 998,01 até R$ 1.497,00;Sim;4;2785.1
210052433334;20 anos;F;Amarela;Já concluí o EM;Não respondeu;Não Consta;São José do Egito;1;1;1;1;444.0;575.2;551.5;629.1;Inglês;Sem problemas;120.0;120.0;120.0;120.0;160.0;640.0;Até R$ 998,00;Sim;4;2839.8
210054448371;17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;Gravatá;1;1;1;1;530.1;528.2;532.3;521.6;Espanhol;Sem problemas;100.0;200.0;100.0;120.0;140.0;660.0;De R$ 998,01 até R$ 1.497,00;Sim;4;2772.2000000000003
210051219125;18 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;Triunfo;1;1;1;1;505.1;503.5;491.5;595.6;Inglês;Sem problemas;120.0;120.0;120.0;120.0;120.0;600.0;De R$ 998,01 até R$ 1.497,00;Sim;4;2695.7
210051297476;20 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;Olinda;1;1;1;1;403.6;451.8;470.8;404.6;Inglês;Sem problemas;120.0;120.0;100.0;120.0;20.0;480.0;Até R$ 998,00;Sim;4;2210.8
210053428508;20 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;São Bento do Una;1;1;1;1;517.2;561.1;467.2;553.9;Inglês;Sem problemas;100.0;160.0;100.0;120.0;180.0;660.0;De R$ 998,01 até R$ 1.497,00;Sim;4;2759.4
210052880145;20 anos;M;Preta;Já concluí o EM;Não respondeu;Não Consta;Recife;1;1;1;1;403.6;511.7;452.9;459.7;Espanhol;Sem problemas;80.0;80.0;80.0;80.0;160.0;480.0;Até R$ 998,00;Sim;4;2307.8999999999996
210053835025;19 anos;M;Preta;Estou cursando e concluirei o EM em 2021;Público;Urbana;Vitória de Santo Antão;1;1;1;1;468.6;426.7;416.0;440.1;Inglês;Sem problemas;100.0;40.0;40.0;120.0;40.0;340.0;Até R$ 998,00;Sim;4;2091.4
210051137109;18 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;Bom Conselho;1;1;1;1;441.8;575.1;509.5;477.3;Espanhol;Sem problemas;140.0;120.0;100.0;100.0;140.0;600.0;Até R$ 998,00;Sim;4;2603.7
210053411459;18 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;Recife;1;1;1;1;573.8;573.6;540.4;533.7;Inglês;Sem problemas;140.0;120.0;140.0;160.0;200.0;760.0;De R$ 998,01 até R$ 1.497,00;Sim;4;2981.5
210052457452;19 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;Jaboatão dos Guararapes;1;1;1;1;453.3;399.1;335.9;458.7;Espanhol;Sem problemas;100.0;40.0;40.0;100.0;40.0;320.0;Nenhuma renda;Sim;4;1967.0000000000002
210054283860;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;Lagoa Grande;0;1;1;0;;417.0;405.6;;Espanhol;Sem problemas;120.0;120.0;100.0;120.0;0.0;460.0;De R$ 1.497,01 até R$ 1.996,00;Sim;2;1282.6
210051298542;18 anos;F;Amarela;Já concluí o EM;Não respondeu;Não Consta;Jaboatão dos Guararapes;1;1;1;1;440.2;339.3;563.6;602.4;Espanhol;Sem problemas;140.0;200.0;160.0;180.0;200.0;880.0;De R$ 2.994,01 até R$ 3.992,00;Sim;4;2825.5
